Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,-78,3,-429,-1339,-2180,-4270,,,,,,,,,,,,-10,,,,,
,3525,-13,64,-123,-18,101,,,,,,,,,,,,,,,,,
,-3123,3,470,1120,2074,3533,,,,,,,,,,,,2,,,,,
,340,-4,1740,5265,8423,15045,,,,,,,,,,,,-12,,,,,
,-794,11,399,1558,2132,4259,,,,,,,,,,,,,,,,,
,152,,25,27,54,139,,,,,,,,,,,,3,,,,,
,-128,2,-398,-1328,-1970,-3156,,,,,,,,,,,,,,,,,
,132,-12,-1770,-5354,-8446,-15212,,,,,,,,,,,,5,,,,,
,1261,-10,-479,-1367,-2289,-4789,,,,,,,,,,,,-13,,,,,
,-1232,7,-62,123,-59,-186,,,,,,,,,,,,13,,,,,
,-14,-4,448,1307,2161,3703,,,,,,,,,,,,9,,,,,
,-51,8,1859,5148,8458,15458,,,,,,,,,,,,1,,,,,
,161,,477,1280,2186,4424,,,,,,,,,,,,-6,,,,,
,-25,-20,-43,-4,-35,-252,,,,,,,,,,,,2,,,,,
,60,15,-494,-1078,-2037,-3497,,,,,,,,,,,,6,,,,,
,-177,1,-1800,-5206,-8390,-15150,,,,,,,,,,,,-4,,,,,
,-60,-18,-382,-1504,-2259,-4343,,,,,,,,,,,,-9,,,,,
,-186,21,23,-88,6,138,,,,,,,,,,,,5,,,,,
,401,-21,422,1229,2040,3177,,,,,,,,,,,,-4,,,,,
,-209,-2,1758,5406,8420,15222,,,,,,,,,,,,-6,,,,,
,2653,25,434,1466,2236,4506,,,,,,,,,,,,7,,,,,
,-2167,-23,62,-109,46,165,,,,,,,,,,,,-1,,,,,
,-414,7,-427,-1361,-2044,-3310,,,,,,,,,,,,,,,,,
,18,-7,-1848,-5229,-8460,-15498,,,,,,,,,,,,-7,,,,,
,-86,16,-499,-1263,-2320,-4708,,,,,,,,,,,,16,,,,,
,1728,-15,14,81,66,123,,,,,,,,,,,,3,,,,,
,1002,-5,521,1137,2159,3742,,,,,,,,,,,,-7,,,,,
,-1828,29,1815,5091,8380,15292,,,,,,,,,,,,-4,,,,,
,684,-23,409,1442,2185,4153,,,,,,,,,,,,3,,,,,
,-1569,13,-48,140,-42,-112,,,,,,,,,,,,8,,,,,
,-51,3,-458,-1169,-1999,-3297,,,,,,,,,,,,1,,,,,
,1832,,-1735,-5334,-8399,-15103,,,,,,,,,,,,-16,,,,,
,-1764,12,-405,-1510,-2254,-4306,,,,,,,,,,,,-3,,,,,
,2193,-19,-31,-20,-21,-263,,,,,,,,,,,,8,,,,,
,-1425,10,377,1345,1985,3217,,,,,,,,,,,,6,,,,,
,-791,-22,1795,5328,8515,15418,,,,,,,,,,,,-1,,,,,
,-57,6,494,1328,2241,4635,,,,,,,,,,,,-6,,,,,
,21,-17,39,-118,-46,67,,,,,,,,,,,,,,,,,
,3592,-2,-480,-1231,-2022,-3572,,,,,,,,,,,,4,,,,,
,-526,15,-1849,-5110,-8480,-15469,,,,,,,,,,,,3,,,,,
,-1901,29,-428,-1304,-2187,-4389,,,,,,,,,,,,,,,,,
,-1170,-26,47,-100,30,199,,,,,,,,,,,,-7,,,,,
,189,2,477,1084,2021,3533,,,,,,,,,,,,-2,,,,,
,-178,-4,1758,5234,8444,15087,,,,,,,,,,,,6,,,,,
,-149,,396,1548,2150,4215,,,,,,,,,,,,14,,,,,
,194,-14,-1,103,79,131,,,,,,,,,,,,-2,,,,,
,193,-1,-413,-1329,-2002,-3234,,,,,,,,,,,,-10,,,,,
,-187,14,-1771,-5374,-8479,-15202,,,,,,,,,,,,-7,,,,,
,579,4,-460,-1392,-2229,-4610,,,,,,,,,,,,-3,,,,,
,-581,-14,-36,116,-85,-251,,,,,,,,,,,,-6,,,,,
,245,15,445,1342,2137,3601,,,,,,,,,,,,-4,,,,,
,1183,-7,1837,5128,8476,15479,,,,,,,,,,,,7,,,,,
,-1302,-8,483,1276,2140,4451,,,,,,,,,,,,8,,,,,
,466,11,-26,12,20,-152,,,,,,,,,,,,3,,,,,
,-566,-1,-509,-1130,-2082,-3608,,,,,,,,,,,,-3,,,,,
,80,,-1804,-5138,-8375,-15165,,,,,,,,,,,,-2,,,,,
,-25,-29,-393,-1486,-2223,-4301,,,,,,,,,,,,8,,,,,
,-223,27,45,-102,-12,129,,,,,,,,,,,,-12,,,,,
,33,-30,423,1202,2059,3266,,,,,,,,,,,,-1,,,,,
,146,3,1736,5344,8360,15059,,,,,,,,,,,,-3,,,,,
,131,9,444,1557,2268,4503,,,,,,,,,,,,17,,,,,
,-102,-10,46,-99,47,232,,,,,,,,,,,,1,,,,,
,-7,-1,-414,-1383,-2094,-3354,,,,,,,,,,,,-4,,,,,
,-87,19,-1814,-5254,-8411,-15441,,,,,,,,,,,,-7,,,,,
,-38,-20,-499,-1287,-2290,-4655,,,,,,,,,,,,-14,,,,,
,-27,6,-4,107,19,22,,,,,,,,,,,,14,,,,,
,1845,-4,487,1152,2124,3692,,,,,,,,,,,,-5,,,,,
,-1695,15,1841,5115,8425,15411,,,,,,,,,,,,,,,,,
,1462,5,436,1402,2200,4255,,,,,,,,,,,,13,,,,,
,-1595,20,-58,100,-53,-219,,,,,,,,,,,,-5,,,,,
,4,-21,-471,-1136,-2017,-3400,,,,,,,,,,,,2,,,,,
,2594,-2,-1755,-5307,-8345,-15019,,,,,,,,,,,,6,,,,,
,-2483,-10,-404,-1526,-2291,-4359,,,,,,,,,,,,-12,,,,,
,4,-9,-8,-18,-23,-180,,,,,,,,,,,,16,,,,,
,709,,385,1339,2047,3241,,,,,,,,,,,,-7,,,,,
,-890,-2,1790,5356,8453,15298,,,,,,,,,,,,-3,,,,,
,312,2,491,1355,2234,4697,,,,,,,,,,,,1,,,,,
,-264,2,37,-126,-8,109,,,,,,,,,,,,-6,,,,,
,285,4,-467,-1284,-2022,-3553,,,,,,,,,,,,,,,,,
,-9,-6,-1848,-5143,-8493,-15530,,,,,,,,,,,,,,,,,
,582,17,-463,-1253,-2237,-4427,,,,,,,,,,,,-7,,,,,
,-146,-17,49,-71,47,211,,,,,,,,,,,,14,,,,,
,-573,3,482,1092,2078,3566,,,,,,,,,,,,-4,,,,,
,4060,-2,1783,5175,8402,15118,,,,,,,,,,,,-16,,,,,
,-3688,-3,394,1548,2158,4260,,,,,,,,,,,,13,,,,,
,-306,-5,-38,137,31,10,,,,,,,,,,,,6,,,,,
,4595,9,-419,-1310,-1965,-3174,,,,,,,,,,,,-3,,,,,
,-3852,23,-1725,-5355,-8423,-15122,,,,,,,,,,,,3,,,,,
,-995,-24,-465,-1479,-2323,-4730,,,,,,,,,,,,-4,,,,,
,46,-1,-48,124,-25,-160,,,,,,,,,,,,1,,,,,
,106,3,443,1374,2115,3510,,,,,,,,,,,,-17,,,,,
,59,-1,1835,5139,8470,15434,,,,,,,,,,,,10,,,,,
,1795,-9,491,1302,2178,4529,,,,,,,,,,,,-1,,,,,
,-1907,-9,-7,-35,9,-73,,,,,,,,,,,,9,,,,,
,-109,18,-525,-1172,-2080,-3654,,,,,,,,,,,,-1,,,,,
,233,-1,-1813,-5080,-8404,-15250,,,,,,,,,,,,,,,,,
,6106,1,-408,-1483,-2231,-4310,,,,,,,,,,,,-8,,,,,
,-3860,-9,44,-99,,154,,,,,,,,,,,,10,,,,,
,-1996,22,443,1189,2066,3383,,,,,,,,,,,,3,,,,,
,1302,-15,1750,5315,8387,15037,,,,,,,,,,,,-3,,,,,
,-1540,-1,426,1566,2245,4411,,,,,,,,,,,,-6,,,,,
,-88,1,35,-68,42,224,,,,,,,,,,,,2,,,,,
,-144,-18,-410,-1367,-2040,-3257,,,,,,,,,,,,1,,,,,
,-13,2,-1807,-5318,-8477,-15452,,,,,,,,,,,,-1,,,,,
,-2,-1,-503,-1291,-2281,-4710,,,,,,,,,,,,-1,,,,,
,157,16,-19,166,52,88,,,,,,,,,,,,11,,,,,
,90,-6,504,1155,2086,3585,,,,,,,,,,,,-8,,,,,
,947,-10,1839,5141,8464,15475,,,,,,,,,,,,-7,,,,,
,-1154,,445,1334,2169,4270,,,,,,,,,,,,12,,,,,
,-35,-1,-57,72,-40,-224,,,,,,,,,,,,-8,,,,,
,1621,-15,-492,-1098,-2029,-3437,,,,,,,,,,,,,,,,,
,-1556,15,-1761,-5290,-8401,-15068,,,,,,,,,,,,-5,,,,,
,2097,-7,-388,-1487,-2197,-4265,,,,,,,,,,,,6,,,,,
,-1994,-5,-12,-89,-65,-154,,,,,,,,,,,,9,,,,,
,-225,5,409,1296,2010,3181,,,,,,,,,,,,-4,,,,,
,221,7,1776,5395,8490,15318,,,,,,,,,,,,-10,,,,,
,-85,19,470,1384,2254,4610,,,,,,,,,,,,17,,,,,
,-2,-19,51,-106,9,169,,,,,,,,,,,,-12,,,,,
,82,,-444,-1306,-2013,-3405,,,,,,,,,,,,2,,,,,
,1545,-7,-1846,-5185,-8530,-15613,,,,,,,,,,,,2,,,,,
,-1733,5,-489,-1251,-2258,-4513,,,,,,,,,,,,-2,,,,,
,106,2,33,-29,62,214,,,,,,,,,,,,-13,,,,,
,8532,3,504,1121,2102,3611,,,,,,,,,,,,8,,,,,
,-3864,-3,1778,5155,8401,15203,,,,,,,,,,,,7,,,,,
,-3897,-7,400,1464,2127,4112,,,,,,,,,,,,3,,,,,
,-828,7,-35,181,40,53,,,,,,,,,,,,-2,,,,,
,1738,-24,-422,-1292,-1987,-3281,,,,,,,,,,,,2,,,,,
,-1641,-1,-1721,-5332,-8393,-15065,,,,,,,,,,,,-5,,,,,
,1691,25,-438,-1490,-2325,-4571,,,,,,,,,,,,-3,,,,,
,-1441,1,-66,75,-29,-232,,,,,,,,,,,,2,,,,,
,-182,-1,418,1374,2072,3385,,,,,,,,,,,,-6,,,,,
,-167,,1812,5242,8537,15551,,,,,,,,,,,,-7,,,,,
,271,1,502,1290,2173,4506,,,,,,,,,,,,13,,,,,
,347,-1,23,-101,-21,-30,,,,,,,,,,,,-1,,,,,
,-378,,-514,-1174,-2074,-3683,,,,,,,,,,,,7,,,,,
,115,1,-1830,-5074,-8418,-15273,,,,,,,,,,,,-3,,,,,
,-118,-8,-422,-1440,-2213,-4312,,,,,,,,,,,,3,,,,,
,-132,7,71,-105,8,170,,,,,,,,,,,,-10,,,,,
,524,-23,452,1164,2095,3500,,,,,,,,,,,,10,,,,,
,591,16,1729,5261,8360,14897,,,,,,,,,,,,-2,,,,,
,-582,10,401,1599,2234,4399,,,,,,,,,,,,8,,,,,
,-512,-10,50,-34,-8,121,,,,,,,,,,,,-11,,,,,
,-50,-34,-389,-1348,-1973,-3167,,,,,,,,,,,,1,,,,,
,24,34,-1803,-5318,-8422,-15206,,,,,,,,,,,,-8,,,,,
,554,,-496,-1380,-2359,-4890,,,,,,,,,,,,6,,,,,
,-686,-16,-28,173,2,-60,,,,,,,,,,,,7,,,,,
,-19,-1,470,1221,2138,3668,,,,,,,,,,,,,,,,,
,211,1,1845,5127,8462,15471,,,,,,,,,,,,-15,,,,,
,2619,16,459,1344,2198,4427,,,,,,,,,,,,-2,,,,,
,-2235,-37,-56,43,-66,-314,,,,,,,,,,,,13,,,,,
,84,2,-482,-1081,-2035,-3424,,,,,,,,,,,,-2,,,,,
,-662,-1,-1786,-5255,-8386,-15146,,,,,,,,,,,,-10,,,,,
,259,21,-391,-1518,-2270,-4348,,,,,,,,,,,,1,,,,,
,-164,-21,18,-73,34,67,,,,,,,,,,,,6,,,,,
,364,,419,1249,2035,3154,,,,,,,,,,,,10,,,,,
,200,-10,1732,5405,8431,15228,,,,,,,,,,,,-5,,,,,
,-514,29,458,1437,2253,4610,,,,,,,,,,,,-4,,,,,
,-89,-19,68,-119,3,173,,,,,,,,,,,,-3,,,,,
,246,7,-436,-1338,-2058,-3438,,,,,,,,,,,,11,,,,,
,270,-8,-1838,-5199,-8433,-15502,,,,,,,,,,,,-6,,,,,
,-46,8,-497,-1253,-2320,-4627,,,,,,,,,,,,12,,,,,
,-343,-16,19,46,73,214,,,,,,,,,,,,-8,,,,,
,30,9,503,1099,2114,3621,,,,,,,,,,,,-8,,,,,
,-190,-9,1819,5120,8391,15245,,,,,,,,,,,,9,,,,,
,664,,405,1471,2183,4204,,,,,,,,,,,,-5,,,,,
,669,7,-47,158,-16,-102,,,,,,,,,,,,-6,,,,,
,-1150,12,-447,-1244,-1997,-3243,,,,,,,,,,,,13,,,,,
,-349,-19,-1743,-5340,-8373,-15093,,,,,,,,,,,,-4,,,,,
,225,11,-404,-1507,-2284,-4459,,,,,,,,,,,,-6,,,,,
,81,-23,-44,33,-41,-263,,,,,,,,,,,,1,,,,,
,-72,21,408,1394,2081,3398,,,,,,,,,,,,4,,,,,
,-93,-12,1809,5267,8454,15397,,,,,,,,,,,,-7,,,,,
,554,11,500,1317,2230,4582,,,,,,,,,,,,9,,,,,
,-441,6,10,-105,-16,66,,,,,,,,,,,,-16,,,,,
,-55,-3,-492,-1235,-2075,-3720,,,,,,,,,,,,11,,,,,
,-66,,-1845,-5070,-8419,-15337,,,,,,,,,,,,11,,,,,
,49,,-442,-1370,-2223,-4330,,,,,,,,,,,,-5,,,,,
,218,-1,54,-114,-6,150,,,,,,,,,,,,-12,,,,,
,-221,-28,483,1123,2079,3556,,,,,,,,,,,,3,,,,,
,4447,14,1753,5269,8424,15029,,,,,,,,,,,,-4,,,,,
,-3855,-2,404,1572,2135,4206,,,,,,,,,,,,5,,,,,
,909,-4,12,31,86,178,,,,,,,,,,,,7,,,,,
,-1213,-10,-402,-1341,-2000,-3185,,,,,,,,,,,,2,,,,,
,-386,-2,-1771,-5344,-8449,-15175,,,,,,,,,,,,-13,,,,,
,464,1,-484,-1397,-2292,-4790,,,,,,,,,,,,-3,,,,,
,274,21,-45,145,-55,-170,,,,,,,,,,,,12,,,,,
,-416,-13,449,1283,2133,3623,,,,,,,,,,,,1,,,,,
,349,-8,1856,5134,8484,15507,,,,,,,,,,,,2,,,,,
,-456,-3,471,1298,2179,4481,,,,,,,,,,,,-5,,,,,
,174,4,-52,32,-14,-231,,,,,,,,,,,,1,,,,,
,-44,20,-497,-1109,-2098,-3630,,,,,,,,,,,,-3,,,,,
,-68,2,-1781,-5167,-8325,-15062,,,,,,,,,,,,4,,,,,
,-141,-22,-379,-1516,-2263,-4318,,,,,,,,,,,,5,,,,,
,-90,4,24,-120,-25,78,,,,,,,,,,,,-3,,,,,
,96,12,406,1250,2061,3220,,,,,,,,,,,,-6,,,,,
,-275,-29,1731,5374,8377,15086,,,,,,,,,,,,-2,,,,,
,376,12,445,1490,2269,4584,,,,,,,,,,,,5,,,,,
,-56,5,89,-120,11,135,,,,,,,,,,,,-3,,,,,
,192,12,-440,-1350,-2027,-3282,,,,,,,,,,,,-3,,,,,
,-410,-15,-1844,-5222,-8435,-15483,,,,,,,,,,,,2,,,,,
,171,-3,-474,-1266,-2336,-4687,,,,,,,,,,,,-5,,,,,
,287,3,5,78,84,181,,,,,,,,,,,,7,,,,,
,-381,3,490,1109,2070,3590,,,,,,,,,,,,-1,,,,,
,219,-5,1824,5111,8420,15349,,,,,,,,,,,,-6,,,,,
,-205,2,424,1449,2212,4212,,,,,,,,,,,,,,,,,
,-101,-3,-61,134,-52,-166,,,,,,,,,,,,11,,,,,
,237,-15,-451,-1168,-1979,-3263,,,,,,,,,,,,2,,,,,
,-277,5,-1729,-5346,-8394,-15082,,,,,,,,,,,,-8,,,,,
,182,-3,-405,-1512,-2291,-4429,,,,,,,,,,,,3,,,,,
,22,1,-40,13,-5,-220,,,,,,,,,,,,7,,,,,
,-40,-10,380,1372,2043,3324,,,,,,,,,,,,-10,,,,,
,85,25,1806,5286,8481,15368,,,,,,,,,,,,12,,,,,
,-76,-13,510,1353,2241,4674,,,,,,,,,,,,-2,,,,,
,273,1,33,-150,-50,14,,,,,,,,,,,,-7,,,,,
,-83,9,-486,-1233,-2017,-3591,,,,,,,,,,,,-1,,,,,
,69,-2,-1862,-5122,-8480,-15438,,,,,,,,,,,,-6,,,,,
,-289,1,-462,-1316,-2252,-4442,,,,,,,,,,,,8,,,,,
,55,-7,73,-64,72,251,,,,,,,,,,,,7,,,,,
,-38,-2,475,1098,2055,3557,,,,,,,,,,,,4,,,,,
,53,13,1771,5203,8429,15048,,,,,,,,,,,,-10,,,,,
,133,-14,396,1558,2158,4251,,,,,,,,,,,,-4,,,,,
,-274,3,-8,100,30,94,,,,,,,,,,,,5,,,,,
,268,-4,-382,-1323,-2000,-3196,,,,,,,,,,,,-2,,,,,
,-199,11,-1772,-5381,-8434,-15207,,,,,,,,,,,,-9,,,,,
,-10,-11,-464,-1396,-2245,-4653,,,,,,,,,,,,12,,,,,
,2373,-17,-58,119,-81,-205,,,,,,,,,,,,-7,,,,,
,-1966,13,427,1323,2114,3556,,,,,,,,,,,,-4,,,,,
,1577,5,1854,5148,8477,15470,,,,,,,,,,,,,,,,,
,-1875,7,478,1295,2174,4504,,,,,,,,,,,,-1,,,,,
,-145,-8,-28,9,28,-147,,,,,,,,,,,,3,,,,,
,-54,,-499,-1129,-2097,-3607,,,,,,,,,,,,-2,,,,,
,581,3,-1791,-5152,-8424,-15260,,,,,,,,,,,,1,,,,,
,366,-22,-397,-1454,-2184,-4161,,,,,,,,,,,,4,,,,,
,-880,22,46,-112,-19,89,,,,,,,,,,,,-2,,,,,
,-13,-22,418,1176,2041,3168,,,,,,,,,,,,-9,,,,,
,281,22,1727,5375,8460,15193,,,,,,,,,,,,1,,,,,
,-323,-18,444,1532,2208,4477,,,,,,,,,,,,17,,,,,
,156,15,47,-113,14,162,,,,,,,,,,,,-3,,,,,
,228,17,-401,-1357,-2029,-3253,,,,,,,,,,,,5,,,,,
,-56,-37,-1820,-5269,-8457,-15508,,,,,,,,,,,,8,,,,,
,-273,2,-515,-1293,-2300,-4683,,,,,,,,,,,,-20,,,,,
,64,16,-15,133,38,90,,,,,,,,,,,,2,,,,,
,320,-27,507,1147,2104,3621,,,,,,,,,,,,2,,,,,
,8462,26,1840,5090,8453,15434,,,,,,,,,,,,2,,,,,
,-3861,-11,426,1402,2179,4238,,,,,,,,,,,,2,,,,,
,-3856,11,-53,125,-62,-187,,,,,,,,,,,,17,,,,,
,719,-20,-469,-1120,-1972,-3341,,,,,,,,,,,,-13,,,,,
,2410,17,-1754,-5312,-8369,-15075,,,,,,,,,,,,-2,,,,,
,-3841,-11,-400,-1541,-2323,-4424,,,,,,,,,,,,-3,,,,,
,-259,-1,-19,-21,-27,-145,,,,,,,,,,,,9,,,,,
,269,2,404,1341,2061,3283,,,,,,,,,,,,-3,,,,,
,-294,2,1776,5358,8478,15307,,,,,,,,,,,,-14,,,,,
,-5,11,494,1334,2230,4605,,,,,,,,,,,,-11,,,,,
,-88,-16,48,-116,-27,111,,,,,,,,,,,,10,,,,,
,177,3,-461,-1268,-2009,-3519,,,,,,,,,,,,14,,,,,
,-236,-3,-1866,-5132,-8486,-15516,,,,,,,,,,,,,,,,,
,3316,-1,-470,-1291,-2214,-4434,,,,,,,,,,,,-2,,,,,
,-2820,19,57,-71,-5,185,,,,,,,,,,,,2,,,,,
,-201,-24,507,1119,2063,3602,,,,,,,,,,,,-7,,,,,
,-116,5,1778,5175,8458,15163,,,,,,,,,,,,-10,,,,,
,76,-7,381,1544,2185,4231,,,,,,,,,,,,8,,,,,
,-225,-4,-27,118,17,5,,,,,,,,,,,,2,,,,,
,21,12,-402,-1324,-2012,-3242,,,,,,,,,,,,-4,,,,,
,-55,,-1744,-5340,-8437,-15129,,,,,,,,,,,,12,,,,,
,407,,-466,-1447,-2251,-4614,,,,,,,,,,,,4,,,,,
,-362,-4,-54,92,-40,-193,,,,,,,,,,,,-9,,,,,
,-3,3,415,1374,2100,3466,,,,,,,,,,,,-13,,,,,
,732,13,1846,5136,8445,15436,,,,,,,,,,,,5,,,,,
,-766,-17,506,1315,2225,4607,,,,,,,,,,,,9,,,,,
,116,-1,-24,-61,-27,-151,,,,,,,,,,,,-4,,,,,
,-41,17,-493,-1123,-2071,-3616,,,,,,,,,,,,6,,,,,
,104,-19,-1813,-5086,-8417,-15262,,,,,,,,,,,,-8,,,,,
,-218,-8,-415,-1468,-2237,-4285,,,,,,,,,,,,-4,,,,,
,-74,10,50,-118,9,148,,,,,,,,,,,,10,,,,,
,130,-10,445,1159,2085,3360,,,,,,,,,,,,1,,,,,
,263,11,1735,5314,8374,14999,,,,,,,,,,,,-2,,,,,
,-388,3,417,1577,2224,4450,,,,,,,,,,,,1,,,,,
,16,13,43,-60,77,253,,,,,,,,,,,,-3,,,,,
,190,-18,-413,-1382,-2081,-3335,,,,,,,,,,,,-4,,,,,
,5,-11,-1791,-5307,-8443,-15392,,,,,,,,,,,,3,,,,,
,1,-1,-498,-1304,-2302,-4719,,,,,,,,,,,,-4,,,,,
,-118,1,-32,175,53,33,,,,,,,,,,,,3,,,,,
,-50,,496,1164,2107,3687,,,,,,,,,,,,13,,,,,
,1854,13,1834,5103,8434,15417,,,,,,,,,,,,-4,,,,,
,-1397,9,440,1363,2186,4264,,,,,,,,,,,,-20,,,,,
,-303,-28,-60,93,-49,-247,,,,,,,,,,,,12,,,,,
,-103,20,-477,-1115,-2024,-3413,,,,,,,,,,,,-9,,,,,
,14,-12,-1751,-5271,-8351,-15005,,,,,,,,,,,,-3,,,,,
,13,1,-396,-1497,-2237,-4295,,,,,,,,,,,,1,,,,,
,10,10,-7,-73,-62,-160,,,,,,,,,,,,3,,,,,
,390,-10,392,1292,2011,3145,,,,,,,,,,,,9,,,,,
,-329,12,1755,5392,8478,15320,,,,,,,,,,,,-6,,,,,
,81,-14,493,1388,2256,4643,,,,,,,,,,,,5,,,,,
,-140,18,63,-125,29,169,,,,,,,,,,,,2,,,,,
,42,-1,-468,-1329,-2101,-3530,,,,,,,,,,,,-7,,,,,
,-35,-6,-1852,-5154,-8464,-15520,,,,,,,,,,,,,,,,,
,4427,-12,-465,-1247,-2253,-4500,,,,,,,,,,,,3,,,,,
,-3763,,37,-42,58,183,,,,,,,,,,,,,,,,,
,-55,6,493,1114,2097,3616,,,,,,,,,,,,7,,,,,
,-654,14,1796,5146,8428,15259,,,,,,,,,,,,-5,,,,,
,155,-13,403,1479,2118,4119,,,,,,,,,,,,-3,,,,,
,133,-1,-58,158,8,-27,,,,,,,,,,,,4,,,,,
,-343,-16,-424,-1264,-1945,-3153,,,,,,,,,,,,2,,,,,
,8,28,-1721,-5367,-8445,-15140,,,,,,,,,,,,5,,,,,
,936,,-420,-1457,-2264,-4517,,,,,,,,,,,,-10,,,,,
,1048,-16,-58,76,-45,-293,,,,,,,,,,,,2,,,,,
,-1791,21,392,1372,2069,3383,,,,,,,,,,,,2,,,,,
,2678,-16,1818,5212,8495,15495,,,,,,,,,,,,-4,,,,,
,-1923,-9,514,1306,2214,4604,,,,,,,,,,,,-5,,,,,
,-905,-8,-4,-79,-32,-81,,,,,,,,,,,,8,,,,,
,246,,-507,-1184,-2068,-3655,,,,,,,,,,,,1,,,,,
,-74,17,-1809,-5080,-8415,-15334,,,,,,,,,,,,2,,,,,
,-103,,-423,-1432,-2210,-4275,,,,,,,,,,,,,,,,,
,-104,-16,40,-112,4,166,,,,,,,,,,,,-2,,,,,
,100,-1,458,1132,2052,3400,,,,,,,,,,,,-4,,,,,
,428,52,1748,5316,8400,15027,,,,,,,,,,,,4,,,,,
,-121,-35,400,1585,2184,4359,,,,,,,,,,,,-2,,,,,
,-330,-20,35,-14,93,222,,,,,,,,,,,,-2,,,,,
,-28,-1,-388,-1366,-2034,-3278,,,,,,,,,,,,,,,,,
,195,,-1793,-5328,-8465,-15265,,,,,,,,,,,,-8,,,,,
,-115,5,-499,-1341,-2306,-4762,,,,,,,,,,,,-2,,,,,
,206,-1,-42,160,-1,-52,,,,,,,,,,,,13,,,,,
,72,11,488,1225,2151,3639,,,,,,,,,,,,-2,,,,,
,1337,-13,1863,5117,8455,15458,,,,,,,,,,,,2,,,,,
,-1387,17,448,1319,2188,4408,,,,,,,,,,,,-1,,,,,
,1831,-16,-53,60,-54,-260,,,,,,,,,,,,8,,,,,
,-1774,14,-488,-1074,-2024,-3494,,,,,,,,,,,,-5,,,,,
,-314,7,-1774,-5269,-8381,-15139,,,,,,,,,,,,,,,,,
,80,-20,-398,-1508,-2262,-4305,,,,,,,,,,,,2,,,,,
,-135,,20,-62,2,69,,,,,,,,,,,,-5,,,,,
,-55,-2,396,1256,2028,3166,,,,,,,,,,,,2,,,,,
,483,2,1758,5375,8435,15180,,,,,,,,,,,,-7,,,,,
,-168,-3,466,1430,2267,4610,,,,,,,,,,,,4,,,,,
,1401,19,63,-118,-26,120,,,,,,,,,,,,6,,,,,
,-1723,-10,-431,-1351,-2036,-3400,,,,,,,,,,,,-17,,,,,
,3318,3,-1849,-5197,-8443,-15526,,,,,,,,,,,,8,,,,,
,-1274,-10,-501,-1229,-2284,-4522,,,,,,,,,,,,-3,,,,,
,-1978,23,31,6,49,132,,,,,,,,,,,,10,,,,,
,-77,-23,512,1130,2103,3662,,,,,,,,,,,,-9,,,,,
,2083,20,1806,5132,8405,15263,,,,,,,,,,,,5,,,,,
,-421,2,381,1452,2163,4171,,,,,,,,,,,,-7,,,,,
,-1637,-7,-33,177,-16,-82,,,,,,,,,,,,6,,,,,
,90,-15,-442,-1239,-1964,-3273,,,,,,,,,,,,3,,,,,
,104,2,-1741,-5357,-8415,-15122,,,,,,,,,,,,,,,,,
,-41,-3,-420,-1490,-2277,-4434,,,,,,,,,,,,1,,,,,
,-231,1,-40,36,-10,-208,,,,,,,,,,,,-3,,,,,
,375,1,392,1364,2037,3318,,,,,,,,,,,,-3,,,,,
,-228,-3,1809,5274,8480,15421,,,,,,,,,,,,3,,,,,
,1796,,505,1312,2212,4587,,,,,,,,,,,,4,,,,,
,-1704,45,34,-77,12,105,,,,,,,,,,,,2,,,,,
,-227,-43,-511,-1225,-2052,-3653,,,,,,,,,,,,-1,,,,,
,0,1,-1846,-5131,-8494,-15497,,,,,,,,,,,,9,,,,,
,1766,-3,-423,-1356,-2184,-4265,,,,,,,,,,,,-8,,,,,
,-1155,32,70,-98,23,158,,,,,,,,,,,,4,,,,,
,-444,-30,473,1142,2101,3554,,,,,,,,,,,,-15,,,,,
,-201,-2,1735,5249,8411,15030,,,,,,,,,,,,3,,,,,
,92,3,400,1563,2117,4244,,,,,,,,,,,,6,,,,,
,205,-3,18,67,84,183,,,,,,,,,,,,-4,,,,,
,251,1,-412,-1358,-2013,-3226,,,,,,,,,,,,-5,,,,,
,3591,1,-1759,-5338,-8437,-15194,,,,,,,,,,,,,,,,,
,-3833,-1,-475,-1403,-2323,-4807,,,,,,,,,,,,10,,,,,
,84,2,-45,137,-68,-185,,,,,,,,,,,,-4,,,,,
,-8,-1,447,1294,2185,3730,,,,,,,,,,,,-12,,,,,
,-142,-1,1861,5109,8431,15366,,,,,,,,,,,,-1,,,,,
,-63,1,470,1324,2213,4529,,,,,,,,,,,,,,,,,
,-170,,-38,27,-25,-217,,,,,,,,,,,,10,,,,,
,552,-5,-507,-1119,-2091,-3578,,,,,,,,,,,,18,,,,,
,-396,3,-1797,-5170,-8345,-15072,,,,,,,,,,,,,,,,,
,151,,-387,-1510,-2234,-4324,,,,,,,,,,,,-17,,,,,
,-205,,40,-103,-10,89,,,,,,,,,,,,-3,,,,,
,125,,421,1246,2031,3174,,,,,,,,,,,,11,,,,,
,1571,,1730,5379,8398,15131,,,,,,,,,,,,-8,,,,,
