Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-422,-28,3911,,3007,3760,4920,,2595,3117,,,3599,3460,3751,,,-13,,,,,
,101,,1867,,1008,1490,2412,,664,780,,,1267,1178,1349,,,13,,,,,
,400,,344,,118,211,439,,-44,-13,,,117,103,195,,,5,,,,,
,-545,2,-593,,-639,-794,-788,,-629,-803,,,-766,-766,-678,,,7,,,,,
,5684,-8,-3925,,-3067,-3734,-4884,,-2427,-2995,,,-3495,-3532,-3935,,,-9,,,,,
,-2813,32,-1793,,-912,-1261,-2309,,-534,-691,,,-1322,-1233,-1490,,,-5,,,,,
,-3188,-23,-286,,-70,20,-399,,-13,34,,,-161,-106,-104,,,-4,,,,,
,276,38,619,,702,880,813,,710,774,,,896,784,667,,,-7,,,,,
,235,-47,3812,,3064,3610,4723,,2641,3031,,,3623,3489,3770,,,1,,,,,
,-228,6,1736,,1036,1247,2387,,684,830,,,1150,1152,1471,,,3,,,,,
,833,-6,488,,267,276,578,,100,80,,,145,79,-15,,,5,,,,,
,-434,,-617,,-626,-543,-633,,-680,-727,,,-818,-814,-954,,,6,,,,,
,6,2,-4065,,-3091,-3706,-4970,,-2528,-3057,,,-3538,-3467,-3868,,,-2,,,,,
,-407,-13,-2035,,-1137,-1542,-2505,,-695,-838,,,-1276,-1163,-1302,,,-5,,,,,
,268,17,-628,,-278,-433,-609,,-85,-72,,,-119,-94,-8,,,-12,,,,,
,163,,713,,670,721,681,,641,750,,,755,769,791,,,4,,,,,
,-502,-3,4247,,3096,3809,4886,,2522,2994,,,3542,3500,3808,,,-6,,,,,
,958,-13,1727,,913,1320,2294,,560,758,,,1163,1193,1505,,,4,,,,,
,-959,13,384,,125,122,426,,-44,19,,,16,110,183,,,4,,,,,
,520,3,-689,,-699,-838,-771,,-737,-755,,,-850,-827,-719,,,8,,,,,
,-258,,-4195,,-3093,-3712,-4843,,-2644,-3006,,,-3649,-3500,-3685,,,1,,,,,
,-142,-3,-2014,,-1074,-1326,-2382,,-803,-785,,,-1361,-1236,-1413,,,-2,,,,,
,176,3,-311,,-251,-107,-299,,-154,-45,,,-130,-58,-156,,,-1,,,,,
,216,-6,631,,616,733,828,,565,702,,,789,812,896,,,-8,,,,,
,-106,-23,3882,,3042,3534,4793,,2581,2961,,,3635,3470,3889,,,-1,,,,,
,246,13,2139,,1134,1408,2401,,671,810,,,1240,1172,1387,,,-6,,,,,
,-632,,423,,136,239,443,,30,17,,,161,93,114,,,6,,,,,
,241,,-742,,-725,-777,-763,,-562,-771,,,-641,-738,-782,,,5,,,,,
,1610,-18,-3902,,-2958,-3715,-4891,,-2375,-2990,,,-3385,-3451,-3855,,,8,,,,,
,742,,-2062,,-1040,-1500,-2436,,-480,-774,,,-1037,-1136,-1319,,,-11,,,,,
,-2437,24,-455,,-129,-108,-358,,42,22,,,-203,-128,-190,,,3,,,,,
,1128,-6,869,,794,948,875,,679,778,,,652,775,741,,,5,,,,,
,-768,-31,3937,,3015,3623,4700,,2579,2937,,,3713,3530,3772,,,-5,,,,,
,224,,1957,,1136,1382,2337,,752,761,,,1294,1194,1343,,,-10,,,,,
,-935,17,413,,272,170,450,,160,51,,,102,-18,-55,,,7,,,,,
,958,-17,-580,,-587,-697,-789,,-637,-720,,,-899,-936,-983,,,7,,,,,
,-1111,18,-4033,,-3066,-3620,-4830,,-2680,-2990,,,-3646,-3505,-3960,,,,,,,,
,2361,-22,-1981,,-1100,-1323,-2287,,-688,-785,,,-1284,-1167,-1429,,,6,,,,,
,-1976,42,-357,,-171,-245,-390,,-3,-95,,,-21,-52,-2,,,2,,,,,
,470,-26,463,,562,529,652,,661,726,,,805,801,922,,,-10,,,,,
,-111,1,3838,,2835,3599,4778,,2569,3023,,,3552,3465,3812,,,-12,,,,,
,-673,3,2132,,1230,1608,2548,,389,842,,,946,1180,1430,,,5,,,,,
,856,2,468,,146,247,477,,-192,35,,,-134,87,286,,,7,,,,,
,22,-1,-806,,-754,-846,-788,,-751,-783,,,-860,-760,-718,,,8,,,,,
,-433,-4,-4224,,-3104,-3873,-4973,,-2562,-3047,,,-3476,-3445,-3745,,,-6,,,,,
,660,,-2036,,-1104,-1415,-2437,,-688,-725,,,-1265,-1242,-1467,,,-5,,,,,
,-657,-13,-340,,-167,-79,-467,,-145,-32,,,-98,-139,-305,,,6,,,,,
,201,12,690,,617,863,813,,530,764,,,751,814,834,,,-4,,,,,
,73,-29,4007,,3034,3671,4882,,2506,2996,,,3538,3502,3896,,,3,,,,,
,-757,17,1856,,1026,1172,2299,,715,757,,,1358,1176,1297,,,-6,,,,,
,1727,,56,,-25,-3,271,,9,14,,,163,99,155,,,8,,,,,
,-990,-1,-526,,-521,-586,-672,,-527,-654,,,-752,-784,-952,,,-2,,,,,
,1490,-21,-3866,,-2900,-3568,-4822,,-2367,-3006,,,-3464,-3465,-3826,,,-16,,,,,
,6938,14,-2022,,-1086,-1436,-2389,,-606,-823,,,-1255,-1221,-1323,,,20,,,,,
,-3469,8,-265,,,-198,-380,,177,-3,,,7,-105,-91,,,1,,,,,
,-3592,-21,635,,689,825,772,,702,802,,,779,734,795,,,-1,,,,,
,-1699,21,3845,,2980,3813,4763,,2528,3071,,,3482,3414,3734,,,-9,,,,,
,712,-13,1877,,1153,1473,2400,,683,858,,,1125,1166,1491,,,6,,,,,
,-413,12,333,,205,173,438,,133,63,,,212,129,-21,,,-5,,,,,
,174,-17,-711,,-713,-929,-921,,-669,-801,,,-755,-780,-762,,,3,,,,,
,-552,-12,-4110,,-3099,-3765,-4979,,-2602,-3041,,,-3595,-3490,-3898,,,7,,,,,
,257,-2,-1858,,-1075,-1307,-2357,,-698,-777,,,-1331,-1247,-1689,,,-6,,,,,
,-441,19,-365,,-182,-159,-398,,-145,-83,,,-259,-68,-61,,,1,,,,,
,379,-5,444,,564,676,747,,558,675,,,712,826,925,,,2,,,,,
,-198,,3815,,2990,3520,4795,,2625,2962,,,3631,3495,3841,,,-2,,,,,
,379,4,1713,,910,1209,2217,,517,722,,,1173,1234,1480,,,2,,,,,
,3783,-17,436,,78,236,401,,-171,-1,,,-61,73,24,,,-18,,,,,
,-3801,1,-553,,-718,-690,-781,,-746,-772,,,-828,-830,-872,,,6,,,,,
,-159,12,-4005,,-3028,-3710,-4887,,-2557,-3017,,,-3485,-3438,-3755,,,8,,,,,
,2787,1,-1852,,-989,-1455,-2267,,-622,-779,,,-1220,-1165,-1358,,,-6,,,,,
,-1931,26,-354,,-202,-271,-465,,-146,-70,,,-64,-81,-95,,,-5,,,,,
,-565,-36,327,,465,714,601,,501,723,,,820,775,716,,,16,,,,,
,-431,-16,4253,,3110,3880,5003,,2538,2999,,,3448,3412,3794,,,-11,,,,,
,4198,22,2040,,1183,1427,2529,,738,770,,,1245,1182,1471,,,-10,,,,,
,-3684,-9,552,,66,158,611,,20,6,,,190,103,259,,,17,,,,,
,-641,9,-487,,-578,-722,-814,,-554,-738,,,-725,-799,-835,,,-7,,,,,
,143,-9,-3549,,-2839,-3430,-4713,,-2401,-2917,,,-3574,-3484,-3867,,,1,,,,,
,347,-22,-1384,,-883,-1165,-2213,,-524,-686,,,-1223,-1203,-1462,,,5,,,,,
,1728,22,270,,83,8,-250,,89,17,,,-47,-102,-36,,,2,,,,,
,-2320,20,1278,,899,894,1005,,808,852,,,871,758,781,,,5,,,,,
,-13,-42,4903,,3303,3918,5073,,2680,3054,,,3511,3451,3779,,,-10,,,,,
,203,22,2970,,1281,1722,2698,,661,799,,,1126,1147,1328,,,2,,,,,
,-226,-22,1147,,316,395,577,,47,35,,,145,52,-62,,,-3,,,,,
,581,20,-107,,-574,-620,-558,,-745,-747,,,-923,-793,-888,,,1,,,,,
,517,-11,-3436,,-2890,-3527,-4525,,-2568,-2964,,,-3616,-3468,-3781,,,-1,,,,,
,1749,-9,-948,,-758,-1105,-2085,,-584,-703,,,-1278,-1230,-1479,,,2,,,,,
,-2573,12,328,,38,72,-377,,-48,-25,,,-187,-92,-164,,,-2,,,,,
,1007,-21,1138,,857,1064,1055,,653,819,,,841,778,641,,,7,,,,,
,1463,,4511,,3257,3932,5155,,2612,3105,,,3454,3453,3933,,,-10,,,,,
,141,1,2312,,1173,1445,2543,,697,820,,,1115,1117,1617,,,-6,,,,,
,-2178,7,430,,184,199,467,,30,47,,,76,4,95,,,1,,,,,
,-125,1,-548,,-613,-700,-848,,-685,-752,,,-807,-792,-814,,,19,,,,,
,-332,8,-4095,,-3045,-3697,-4917,,-2693,-3009,,,-3726,-3452,-3762,,,-5,,,,,
,-330,-1,-1874,,-1251,-1477,-2384,,-862,-790,,,-1329,-1180,-1326,,,-3,,,,,
,480,-7,-608,,-286,-425,-609,,84,-88,,,183,-33,-205,,,5,,,,,
,-163,,286,,553,634,680,,443,715,,,806,812,725,,,-7,,,,,
,725,-9,4006,,3090,3809,4891,,2390,2979,,,3396,3459,3876,,,1,,,,,
,-718,12,1700,,907,1393,2347,,659,719,,,1277,1208,1500,,,-7,,,,,
,67,-12,3,,-67,-51,180,,118,-29,,,229,162,186,,,4,,,,,
,925,9,-1365,,-938,-1138,-1073,,-577,-811,,,-709,-753,-752,,,10,,,,,
,1966,-27,-4525,,-3113,-3794,-4870,,-2495,-2978,,,-3574,-3503,-3863,,,-4,,,,,
,-2660,20,-2142,,-1016,-1359,-2375,,-521,-716,,,-1104,-1208,-1529,,,-8,,,,,
,-729,-22,-838,,-224,-238,-583,,20,9,,,-72,-84,-106,,,-1,,,,,
,1644,1,-245,,411,460,377,,633,769,,,946,800,790,,,7,,,,,
,-951,19,3542,,2971,3499,4737,,2560,2995,,,3584,3505,3911,,,7,,,,,
,-664,-19,1946,,1064,1363,2408,,635,749,,,1210,1215,1443,,,2,,,,,
,530,-1,-656,,-241,-124,-49,,-127,-58,,,96,132,-66,,,-3,,,,,
,-141,2,-1587,,-1011,-1008,-1208,,-814,-881,,,-875,-722,-797,,,-3,,,,,
,722,-1,-3532,,-2824,-3532,-4652,,-2523,-3030,,,-3710,-3491,-3744,,,-4,,,,,
,-738,-1,-2151,,-1156,-1626,-2559,,-633,-792,,,-1238,-1190,-1476,,,-7,,,,,
,-54,-1,-1757,,-666,-632,-911,,-207,-112,,,-107,-96,-58,,,5,,,,,
,-329,5,471,,731,872,814,,635,799,,,760,758,763,,,-1,,,,,
,157,4,4269,,3292,3949,4926,,2622,3046,,,3493,3414,3666,,,4,,,,,
,152,-8,1060,,776,1125,2078,,598,721,,,1238,1216,1446,,,-2,,,,,
,2219,-9,172,,183,81,514,,138,31,,,100,141,376,,,3,,,,,
,1915,8,-117,,-395,-557,-529,,-596,-737,,,-769,-778,-698,,,-8,,,,,
,-3671,1,-4219,,-3173,-3669,-4955,,-2731,-3020,,,-3622,-3454,-3818,,,-2,,,,,
,-345,8,-2523,,-1283,-1513,-2554,,-868,-811,,,-1307,-1165,-1317,,,9,,,,,
,545,-18,-344,,-64,-123,-282,,-5,1,,,-26,-108,-113,,,3,,,,,
,219,2,593,,601,705,848,,636,779,,,952,795,914,,,-4,,,,,
,-320,9,3738,,2916,3602,4698,,2527,2990,,,3671,3530,3883,,,-4,,,,,
,-239,-8,1788,,1065,1454,2355,,741,775,,,1218,1109,1189,,,,,,,,
,-572,8,205,,110,216,386,,146,-30,,,167,81,83,,,-2,,,,,
,4404,-30,-728,,-658,-807,-800,,-518,-807,,,-673,-746,-712,,,-1,,,,,
,-3509,20,-4150,,-3039,-3878,-4991,,-2455,-3037,,,-3485,-3408,-3765,,,3,,,,,
,-899,1,-2275,,-1133,-1553,-2545,,-605,-787,,,-1232,-1163,-1371,,,,,,,,
,542,-22,-409,,-90,-71,-354,,38,49,,,-203,-133,-216,,,5,,,,,
,-470,1,806,,735,960,841,,690,811,,,773,774,735,,,3,,,,,
,-17,-1,3571,,2902,3630,4713,,2481,3021,,,3491,3471,3883,,,-5,,,,,
,2191,1,2060,,1218,1407,2430,,823,842,,,1349,1108,1070,,,-6,,,,,
,-2414,9,324,,109,37,342,,8,19,,,127,48,79,,,4,,,,,
,293,-9,-842,,-740,-806,-904,,-758,-778,,,-932,-823,-920,,,11,,,,,
,207,-13,-4118,,-3239,-3649,-4860,,-2740,-3008,,,-3800,-3505,-3858,,,,,,,,
,-212,,-2127,,-1215,-1558,-2565,,-718,-857,,,-1298,-1141,-1340,,,-5,,,,,
,632,9,-643,,-335,-508,-689,,-148,-170,,,2,35,27,,,3,,,,,
,1965,1,581,,557,604,654,,594,663,,,946,876,878,,,-7,,,,,
,-2153,23,3805,,2943,3595,4658,,2525,2927,,,3587,3558,3920,,,5,,,,,
,15,-20,1955,,1152,1548,2537,,702,814,,,1246,1219,1409,,,2,,,,,
,-673,-1,395,,197,235,562,,49,24,,,150,113,267,,,-12,,,,,
,954,-12,-826,,-657,-872,-829,,-648,-801,,,-766,-765,-604,,,7,,,,,
,-1077,5,-4085,,-3026,-3709,-4911,,-2643,-3023,,,-3693,-3490,-3718,,,3,,,,,
,2063,7,-1917,,-1114,-1337,-2399,,-793,-757,,,-1312,-1135,-1419,,,-5,,,,,
,-1287,-12,-387,,-194,-57,-413,,-163,-9,,,-56,-67,-172,,,-2,,,,,
,529,3,675,,706,813,832,,641,774,,,849,784,865,,,5,,,,,
,-987,10,3970,,3044,3639,4863,,2667,3022,,,3717,3489,3801,,,1,,,,,
,811,,1970,,1081,1415,2418,,781,827,,,1337,1126,1247,,,-8,,,,,
,-296,-1,579,,183,259,467,,75,31,,,169,48,5,,,,,,,,
,1200,-12,-532,,-640,-656,-681,,-675,-762,,,-923,-861,-795,,,1,,,,,
,-1275,,-3830,,-2825,-3513,-4766,,-2288,-2921,,,-3423,-3482,-4010,,,5,,,,,
,-604,-17,-1937,,-984,-1535,-2515,,-417,-752,,,-1024,-1163,-1362,,,5,,,,,
,4376,17,-459,,-193,-247,-484,,-13,1,,,-226,-136,-17,,,-7,,,,,
,-3712,-1,670,,600,917,874,,621,772,,,671,748,539,,,4,,,,,
,3308,-18,4035,,3134,3871,4879,,2647,3037,,,3673,3553,3748,,,,,,,,
,-1159,19,2066,,1108,1446,2474,,645,796,,,1151,1225,1610,,,-9,,,,,
,2597,-3,425,,188,153,498,,,80,,,95,106,157,,,-1,,,,,
,-3604,3,-955,,-770,-885,-1042,,-711,-790,,,-794,-810,-848,,,4,,,,,
,-1743,29,-3858,,-2928,-3502,-4781,,-2573,-2944,,,-3833,-3557,-3877,,,9,,,,,
,598,-48,-1910,,-1103,-1328,-2434,,-732,-765,,,-1322,-1178,-1454,,,,,,,,
,-27,2,-577,,-252,-250,-502,,-132,-45,,,-42,-54,-69,,,-7,,,,,
,-70,-2,674,,645,680,783,,648,719,,,841,763,849,,,8,,,,,
,-282,2,3938,,2963,3558,4757,,2587,2992,,,3606,3463,3827,,,-4,,,,,
,71,,1755,,917,1283,2304,,575,732,,,1217,1217,1442,,,-9,,,,,
,-512,,218,,-15,137,279,,-70,-11,,,120,150,153,,,11,,,,,
,300,,-711,,-695,-829,-901,,-646,-808,,,-737,-729,-750,,,9,,,,,
,597,-2,-4079,,-3108,-3844,-4922,,-2736,-3084,,,-3690,-3442,-3661,,,3,,,,,
,2897,-3,-2068,,-1214,-1508,-2513,,-862,-839,,,-1320,-1114,-1244,,,-9,,,,,
,-2828,,-123,,-52,18,-267,,-102,35,,,-135,-123,-217,,,-9,,,,,
,-625,,761,,692,947,909,,555,752,,,831,726,668,,,-6,,,,,
,3276,4,3990,,3130,3683,4767,,2659,3003,,,3714,3502,3864,,,5,,,,,
,-3258,-1,2163,,1193,1393,2493,,872,828,,,1269,1165,1463,,,6,,,,,
,-484,-3,329,,107,197,496,,129,79,,,5,56,110,,,2,,,,,
,-72,,-854,,-690,-713,-791,,-511,-703,,,-762,-823,-949,,,-3,,,,,
,3492,-22,-3865,,-2940,-3551,-4822,,-2416,-2964,,,-3498,-3463,-3943,,,4,,,,,
,-2913,14,-1710,,-868,-1291,-2328,,-472,-722,,,-1220,-1243,-1461,,,,,,,,
,285,-22,-286,,-24,-177,-293,,151,16,,,124,-103,-149,,,-14,,,,,
,-688,3,561,,647,764,808,,641,803,,,695,729,796,,,16,,,,,
,3158,1,3971,,2988,3763,4878,,2467,3071,,,3399,3433,3915,,,-1,,,,,
,-2405,-1,2337,,1261,1663,2625,,719,821,,,1217,1150,1313,,,-8,,,,,
,-616,-3,369,,182,181,405,,19,-24,,,143,107,149,,,-10,,,,,
,557,-9,-690,,-638,-858,-814,,-673,-813,,,-799,-763,-782,,,17,,,,,
,-301,30,-3884,,-2960,-3702,-4854,,-2531,-2995,,,-3503,-3466,-3940,,,9,,,,,
,-2,-21,-2107,,-1186,-1412,-2487,,-711,-780,,,-1172,-1161,-1392,,,-9,,,,,
,907,-10,-367,,-170,-108,-473,,-102,-43,,,-210,-128,-116,,,-5,,,,,
,-950,13,542,,611,714,645,,700,728,,,896,806,814,,,-3,,,,,
,-275,-13,3894,,3046,3542,4739,,2581,3000,,,3610,3467,3871,,,5,,,,,
,855,1,1934,,1073,1371,2391,,562,791,,,1062,1163,1489,,,5,,,,,
,59,,191,,71,195,437,,-87,15,,,56,147,195,,,-6,,,,,
,210,,-695,,-676,-696,-799,,-713,-825,,,-792,-681,-709,,,-1,,,,,
,82,13,-4060,,-3233,-3789,-4920,,-2696,-3066,,,-3459,-3387,-3841,,,4,,,,,
,-721,-1,-2036,,-1144,-1492,-2347,,-809,-776,,,-1315,-1213,-1341,,,-10,,,,,
,80,-3,-384,,-182,-178,-369,,-193,-44,,,-275,-127,-7,,,7,,,,,
,-340,-10,789,,703,867,804,,588,761,,,724,751,740,,,-1,,,,,
,1451,,3912,,2946,3688,4757,,2571,2955,,,3673,3514,3771,,,-1,,,,,
,131,14,1858,,1011,1355,2423,,773,797,,,1312,1186,1425,,,7,,,,,
,-1030,-1,318,,187,119,451,,209,88,,,35,9,259,,,-2,,,,,
,496,-30,-745,,-615,-786,-786,,-515,-719,,,-840,-837,-881,,,-7,,,,,
,-889,-1,-4038,,-3097,-3603,-4746,,-2530,-3007,,,-3513,-3463,-3830,,,5,,,,,
,2537,1,-1983,,-1106,-1258,-2323,,-593,-740,,,-1149,-1162,-1439,,,2,,,,,
,-1995,-3,-161,,83,-27,-309,,196,30,,,134,-61,-315,,,-1,,,,,
,-527,7,730,,772,667,713,,756,758,,,948,794,860,,,-6,,,,,
,65,10,3955,,3066,3665,4748,,2565,3043,,,3525,3493,3882,,,-1,,,,,
,2726,-14,2104,,1137,1535,2451,,576,809,,,1053,1185,1448,,,-5,,,,,
,-3084,-3,512,,290,360,521,,89,61,,,156,107,34,,,14,,,,,
,878,21,-630,,-572,-725,-837,,-576,-778,,,-777,-788,-796,,,-1,,,,,
,-710,-18,-4060,,-3014,-3847,-4953,,-2571,-3050,,,-3547,-3460,-3784,,,,,,,,
,779,1,-2086,,-1074,-1538,-2568,,-699,-835,,,-1352,-1224,-1384,,,-2,,,,,
,5289,-1,-625,,-395,-254,-626,,-227,-100,,,-348,-161,-253,,,-3,,,,,
,-3482,-3,452,,589,853,770,,583,762,,,713,737,736,,,-3,,,,,
,-28,3,4347,,3226,3914,5164,,2646,3081,,,3608,3418,3856,,,-1,,,,,
,-2764,-12,2443,,1276,1505,2610,,734,855,,,1128,1087,1386,,,3,,,,,
,5035,16,-24,,43,-28,164,,1,20,,,90,112,122,,,-4,,,,,
,-3738,-7,-1092,,-767,-801,-901,,-745,-765,,,-782,-724,-870,,,3,,,,,
,-1167,,-3867,,-3084,-3575,-4731,,-2764,-2986,,,-3710,-3430,-3710,,,2,,,,,
,-128,4,-1759,,-1141,-1457,-2399,,-842,-837,,,-1244,-1160,-1369,,,,,,,,
,346,4,-443,,-272,-390,-541,,-103,-83,,,66,-35,-78,,,-17,,,,,
,7131,-20,539,,688,723,715,,750,783,,,948,795,749,,,7,,,,,
,-2971,2,3840,,2956,3655,4691,,2634,3028,,,3646,3469,3740,,,5,,,,,
,-2934,22,2181,,1118,1588,2585,,711,855,,,1048,1136,1420,,,-5,,,,,
,1254,-37,358,,194,271,574,,123,60,,,38,91,70,,,,,,,,
,-2652,39,-700,,-542,-869,-774,,-422,-764,,,-584,-713,-819,,,4,,,,,
,-123,-24,-3771,,-2902,-3663,-4753,,-2370,-2967,,,-3440,-3439,-3697,,,-5,,,,,
,44,-14,-1919,,-1139,-1355,-2351,,-681,-779,,,-1307,-1214,-1327,,,14,,,,,
,260,15,-229,,-75,25,-287,,61,-10,,,-67,-154,-437,,,,,,,,
,691,-44,583,,655,732,756,,712,728,,,939,829,796,,,-10,,,,,
,-863,,3856,,2880,3348,4692,,2445,2914,,,3589,3540,4039,,,-6,,,,,
,-152,44,1887,,938,1136,2197,,586,712,,,1160,1230,1575,,,16,,,,,
,706,,198,,75,110,240,,17,-20,,,165,83,81,,,,,,,,
,327,-17,-637,,-723,-718,-750,,-763,-790,,,-842,-802,-897,,,,,,,,
,-559,17,-3993,,-3045,-3690,-4795,,-2605,-3019,,,-3636,-3468,-3822,,,,,,,,
,-653,,-2072,,-1173,-1602,-2462,,-799,-861,,,-1381,-1204,-1312,,,-4,,,,,
,3567,-19,-463,,-138,-216,-407,,-65,-49,,,-208,-91,-39,,,-4,,,,,
,746,-1,737,,795,899,821,,711,825,,,708,705,680,,,,,,,,
,-3368,1,4148,,3165,3866,4884,,2645,3107,,,3546,3454,3724,,,3,,,,,
,2758,5,2020,,1224,1518,2444,,799,841,,,1229,1140,1253,,,6,,,,,
,-702,-39,354,,226,126,395,,91,71,,,174,106,155,,,-2,,,,,
,-2847,-1,-701,,-680,-790,-814,,-776,-769,,,-858,-806,-779,,,-5,,,,,
,670,1,-4111,,-3162,-3727,-4988,,-2786,-3061,,,-3633,-3491,-3956,,,1,,,,,
,148,38,-2068,,-1189,-1381,-2401,,-813,-857,,,-1278,-1175,-1379,,,-1,,,,,
,3392,-2,-512,,-268,-233,-502,,-29,-25,,,62,-33,-111,,,12,,,,,
,-3288,-36,553,,627,633,745,,790,744,,,964,832,867,,,7,,,,,
,-965,-6,4006,,3140,3712,4879,,2757,3036,,,3478,3425,3778,,,-13,,,,,
,179,4,1966,,1139,1500,2429,,748,833,,,1143,1172,1413,,,-3,,,,,
,1750,10,455,,108,325,470,,59,70,,,140,91,52,,,2,,,,,
,-1104,-24,-535,,-503,-625,-645,,-434,-691,,,-649,-787,-956,,,-7,,,,,
,-768,15,-3928,,-2951,-3705,-4805,,-2395,-2987,,,-3348,-3441,-3700,,,-3,,,,,
,485,35,-1942,,-1068,-1410,-2372,,-751,-778,,,-1292,-1234,-1352,,,9,,,,,
,-512,-34,-113,,15,-12,-316,,-174,-21,,,-203,-109,-229,,,-11,,,,,
,469,-18,581,,647,839,730,,643,737,,,887,773,724,,,2,,,,,
,667,17,4094,,3093,3775,4868,,2567,3047,,,3512,3447,3888,,,1,,,,,
,312,-20,1951,,1031,1280,2430,,707,779,,,1305,1200,1552,,,-1,,,,,
,-1270,-1,275,,55,15,402,,-8,-42,,,121,108,145,,,5,,,,,
,917,2,-690,,-753,-846,-870,,-735,-832,,,-823,-727,-749,,,-2,,,,,
,-867,21,-4159,,-3160,-3671,-4918,,-2689,-3032,,,-3610,-3418,-3878,,,6,,,,,
,-22,-21,-1956,,-1168,-1406,-2413,,-750,-785,,,-1350,-1206,-1329,,,4,,,,,
,638,,-456,,-187,-261,-454,,-74,-18,,,-219,-97,56,,,-11,,,,,
,-922,20,479,,627,709,752,,628,753,,,814,776,889,,,3,,,,,
,3076,-19,3869,,2947,3663,4700,,2474,2966,,,3625,3489,3777,,,3,,,,,
,-2547,-11,2159,,1143,1622,2530,,594,813,,,1150,1165,1356,,,2,,,,,
,-98,-2,616,,311,340,590,,49,59,,,42,106,120,,,6,,,,,
,289,12,-728,,-554,-867,-889,,-548,-770,,,-695,-821,-963,,,-5,,,,,
,907,,-4147,,-3189,-3881,-4996,,-2629,-3064,,,-3485,-3467,-3840,,,-13,,,,,
,-930,-11,-1891,,-1165,-1502,-2529,,-668,-773,,,-1207,-1181,-1484,,,13,,,,,
,1698,,-597,,-265,-224,-564,,-36,-30,,,-162,-92,-156,,,-7,,,,,
,-372,13,530,,635,764,805,,729,783,,,787,737,777,,,-4,,,,,
,-1468,,4108,,3199,3660,4858,,2823,3084,,,3738,3464,3755,,,8,,,,,
,3877,-9,1875,,1148,1291,2356,,900,799,,,1344,1161,1469,,,,,,,,
,-3608,6,493,,228,270,563,,13,97,,,28,59,98,,,-6,,,,,
,2675,-10,-554,,-636,-575,-675,,-761,-670,,,-1020,-851,-901,,,4,,,,,
,1560,19,-3957,,-3015,-3621,-4816,,-2676,-3012,,,-3654,-3514,-3842,,,4,,,,,
,3530,-20,-1751,,-1032,-1409,-2319,,-733,-785,,,-1259,-1132,-1268,,,-6,,,,,
,-3567,1,-420,,-155,-255,-447,,-81,-28,,,-132,-127,-311,,,-7,,,,,
,-3633,11,334,,447,613,564,,553,712,,,912,843,785,,,6,,,,,
,-881,-11,4041,,2996,3734,4799,,2548,2978,,,3505,3463,3807,,,10,,,,,
,357,-20,2108,,1177,1475,2506,,765,791,,,1240,1252,1452,,,,,,,,
,6904,20,398,,180,84,413,,60,35,,,-9,76,160,,,,,,,,
,-3601,-23,-893,,-848,-996,-1013,,-738,-795,,,-832,-748,-705,,,3,,,,,
,-3283,2,-3933,,-3022,-3680,-4925,,-2545,-3026,,,-3527,-3445,-3759,,,-5,,,,,
,146,5,-1731,,-1025,-1252,-2277,,-659,-779,,,-1271,-1201,-1335,,,-10,,,,,
,-1040,17,-320,,-120,-145,-321,,-67,-67,,,-70,-104,-58,,,,,,,,
,8,-1,580,,517,707,882,,545,753,,,890,835,1012,,,5,,,,,
,460,-19,3946,,2985,3678,4864,,2519,3017,,,3699,3544,3933,,,-3,,,,,
,821,-11,1957,,1151,1468,2482,,760,839,,,1393,1181,1233,,,-4,,,,,
,-663,10,562,,240,415,556,,-261,38,,,-167,77,237,,,10,,,,,
,-480,-12,-735,,-809,-826,-936,,-852,-855,,,-864,-704,-667,,,2,,,,,
,434,12,-3996,,-3002,-3759,-4935,,-2364,-3043,,,-3384,-3470,-4068,,,-2,,,,,
,2151,-11,-2017,,-1060,-1425,-2364,,-568,-725,,,-1337,-1236,-1502,,,1,,,,,
,-310,1,-302,,-33,-73,-494,,144,18,,,-151,-173,-321,,,-4,,,,,
,-2631,21,731,,750,1008,860,,633,804,,,586,695,696,,,-1,,,,,
,-70,-10,4021,,3171,3808,4845,,2720,3066,,,3596,3396,3659,,,-2,,,,,
,1015,1,2120,,1263,1400,2472,,855,825,,,1281,1195,1468,,,-4,,,,,
,-59,-7,421,,212,96,381,,99,10,,,216,108,80,,,9,,,,,
,2794,-7,-814,,-805,-855,-836,,-789,-816,,,-793,-796,-739,,,,,,,,
,-1539,30,-3951,,-3046,-3581,-4771,,-2646,-2981,,,-3658,-3504,-3784,,,6,,,,,
,2550,-18,-1771,,-1065,-1316,-2311,,-601,-737,,,-1098,-1107,-1449,,,-10,,,,,
,-3477,,-318,,-114,-242,-449,,98,-10,,,-19,-83,-35,,,-4,,,,,
,1191,-11,524,,641,648,646,,689,728,,,770,740,792,,,13,,,,,
,2148,-18,4057,,2988,3695,4801,,2522,2956,,,3565,3463,3830,,,-3,,,,,
,-3912,17,2072,,942,1466,2460,,590,749,,,1215,1143,1426,,,-5,,,,,
,413,,425,,166,185,413,,-3,73,,,29,68,173,,,10,,,,,
