Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-407,23,3964,,3003,3821,4768,,2565,3017,,,3587,3629,4037,,,-9,,,,,
,-167,,2437,,1252,1684,2684,,889,833,,,1590,1261,1434,,,6,,,,,
,224,-2,785,,377,331,649,,195,35,,,246,90,168,,,1,,,,,
,-276,-30,-520,,-539,-655,-819,,-516,-720,,,-802,-808,-798,,,5,,,,,
,292,-1,-4344,,-3222,-3782,-4829,,-2771,-3041,,,-3830,-3612,-3919,,,-5,,,,,
,347,12,-1910,,-1145,-1479,-2356,,-780,-794,,,-1451,-1273,-1307,,,-5,,,,,
,-776,-1,-695,,-301,-384,-462,,-60,-35,,,-94,-85,-179,,,-3,,,,,
,333,-10,545,,739,607,616,,720,803,,,849,757,569,,,11,,,,,
,797,11,4055,,3001,3788,4744,,2593,3052,,,3958,3601,3745,,,-5,,,,,
,-485,,2267,,1152,1737,2523,,626,797,,,1201,1335,1623,,,,,,,,
,800,-11,780,,378,433,662,,13,39,,,-77,139,358,,,-6,,,,,
,-920,9,-534,,-562,-791,-662,,-515,-784,,,-513,-792,-792,,,3,,,,,
,245,3,-4082,,-3100,-3989,-4862,,-2676,-3062,,,-3994,-3635,-3809,,,10,,,,,
,-639,-11,-2436,,-1451,-1944,-2771,,-929,-877,,,-1439,-1294,-1511,,,-3,,,,,
,608,,-590,,-389,-359,-639,,-111,-93,,,-209,-156,-282,,,-3,,,,,
,-247,-1,1112,,873,965,945,,873,795,,,963,831,720,,,2,,,,,
,-227,-20,4414,,3309,3878,4938,,2761,3023,,,3852,3553,3917,,,-7,,,,,
,-73,18,1812,,1064,1296,2308,,724,755,,,1537,1249,1560,,,4,,,,,
,1260,-18,78,,20,56,304,,44,8,,,64,120,219,,,-10,,,,,
,-994,20,-378,,-533,-452,-572,,-684,-726,,,-1043,-822,-936,,,7,,,,,
,301,,-3771,,-3047,-3616,-4531,,-2815,-3052,,,-3814,-3599,-4022,,,5,,,,,
,-589,-30,-2189,,-1334,-1754,-2465,,-776,-847,,,-1158,-1182,-1378,,,8,,,,,
,1511,,-495,,-289,-390,-591,,-53,-10,,,-165,-110,26,,,-3,,,,,
,59,32,581,,742,729,605,,801,799,,,920,835,750,,,-8,,,,,
,-1716,-28,4045,,3162,4033,4931,,2568,3051,,,3648,3628,4027,,,-10,,,,,
,264,5,2371,,1380,1869,2773,,893,880,,,1527,1272,1350,,,1,,,,,
,-410,1,835,,415,384,656,,226,97,,,199,23,-15,,,8,,,,,
,571,,-673,,-669,-891,-814,,-642,-799,,,-919,-823,-734,,,-3,,,,,
,243,1,-4350,,-3266,-4064,-5129,,-2554,-3111,,,-3504,-3606,-4035,,,5,,,,,
,-164,-11,-2216,,-1303,-1580,-2488,,-909,-783,,,-1681,-1259,-1463,,,1,,,,,
,-123,,-259,,-226,-182,-376,,-125,-50,,,-275,-47,-45,,,-2,,,,,
,-597,-2,887,,769,893,996,,622,771,,,895,817,806,,,5,,,,,
,3688,2,4259,,3069,3809,5007,,2454,3039,,,3720,3612,4133,,,-1,,,,,
,-3690,-21,1997,,1134,1505,2378,,771,791,,,1362,1288,1584,,,-2,,,,,
,817,,225,,127,241,274,,90,-3,,,294,167,50,,,-1,,,,,
,2623,-2,-553,,-600,-678,-776,,-583,-781,,,-743,-767,-800,,,6,,,,,
,-3162,3,-3827,,-2938,-3839,-4805,,-2500,-3021,,,-3660,-3618,-3883,,,-3,,,,,
,-140,,-2092,,-1137,-1664,-2373,,-674,-731,,,-1239,-1254,-1593,,,-1,,,,,
,524,19,-488,,-284,-345,-520,,-168,-58,,,-256,-103,-80,,,7,,,,,
,2681,-2,650,,692,844,706,,645,739,,,709,712,640,,,-7,,,,,
,-3269,-19,3723,,2953,3795,4739,,2539,3035,,,3741,3600,3870,,,-2,,,,,
,405,-11,1867,,925,1526,2584,,515,791,,,1187,1323,1723,,,3,,,,,
,-445,-1,661,,324,155,432,,241,27,,,213,111,244,,,-8,,,,,
,558,9,-527,,-546,-820,-899,,-522,-792,,,-805,-821,-861,,,9,,,,,
,-325,-7,-3777,,-2984,-3688,-4784,,-2611,-2986,,,-3833,-3661,-4155,,,2,,,,,
,-96,12,-2005,,-1113,-1571,-2544,,-623,-746,,,-1365,-1289,-1624,,,4,,,,,
,82,-11,-461,,-229,-311,-475,,-99,-2,,,-382,-132,-55,,,-5,,,,,
,549,,338,,516,502,674,,573,681,,,997,886,925,,,-8,,,,,
,-45,-4,3849,,3066,3793,4724,,2669,3026,,,4100,3695,3886,,,,,,,,
,-431,4,2237,,1353,1887,2731,,885,856,,,1430,1264,1533,,,,,,,,
,391,-2,500,,262,501,685,,-35,113,,,13,81,200,,,3,,,,,
,-52,2,-731,,-569,-717,-838,,-575,-691,,,-740,-829,-888,,,-1,,,,,
,49,-21,-4000,,-2933,-3863,-4870,,-2377,-2970,,,-3543,-3665,-3996,,,,,,,,
,-156,21,-2217,,-1273,-1625,-2344,,-849,-795,,,-1727,-1318,-1476,,,-5,,,,,
,570,1,-357,,-216,-177,-434,,-91,-57,,,-180,-139,-318,,,3,,,,,
,-723,,462,,552,800,733,,569,719,,,793,819,755,,,5,,,,,
,-50,-21,3967,,3055,3814,4765,,2501,2973,,,3650,3645,3880,,,7,,,,,
,790,,1855,,1006,1294,2335,,574,694,,,1363,1320,1687,,,1,,,,,
,-535,-11,181,,63,31,274,,-46,-46,,,177,136,191,,,-4,,,,,
,-432,10,-847,,-792,-881,-924,,-726,-818,,,-721,-734,-713,,,-7,,,,,
,292,-12,-3836,,-2950,-3677,-4668,,-2535,-3063,,,-3671,-3607,-3788,,,2,,,,,
,-189,3,-2015,,-1108,-1427,-2185,,-745,-745,,,-1669,-1294,-1394,,,1,,,,,
,4150,10,-604,,-298,-353,-447,,-123,-29,,,-202,-70,-144,,,2,,,,,
,-3705,-12,166,,451,582,547,,549,745,,,664,779,856,,,6,,,,,
,-386,12,3725,,3041,3847,4700,,2772,3017,,,3816,3566,3740,,,2,,,,,
,2050,3,2383,,1315,1806,2652,,712,833,,,1110,1220,1338,,,-5,,,,,
,-1959,-6,378,,77,120,380,,-130,,,,75,87,29,,,-14,,,,,
,23,-8,-1192,,-970,-1146,-1039,,-720,-820,,,-608,-843,-887,,,-2,,,,,
,554,,-4754,,-3338,-4128,-5118,,-2626,-3071,,,-3641,-3623,-3958,,,9,,,,,
,504,9,-2202,,-1120,-1496,-2528,,-698,-792,,,-1411,-1289,-1481,,,2,,,,,
,-639,-9,-216,,-20,-64,-384,,25,32,,,-373,-137,-164,,,13,,,,,
,270,1,677,,760,752,702,,812,796,,,961,767,681,,,-3,,,,,
,-557,1,3565,,3070,3627,4566,,2843,3039,,,4156,3601,3738,,,-5,,,,,
,-336,-7,1817,,1051,1525,2494,,749,786,,,1479,1311,1594,,,4,,,,,
,2873,6,19,,11,187,337,,-61,5,,,79,189,377,,,-4,,,,,
,-2590,-2,-749,,-514,-732,-834,,-683,-773,,,-547,-678,-702,,,-14,,,,,
,263,-18,-4262,,-2942,-3828,-4821,,-2636,-3025,,,-3953,-3570,-3700,,,8,,,,,
,-808,-13,-2712,,-1496,-1927,-2637,,-758,-826,,,-1404,-1192,-1217,,,6,,,,,
,83,,-1131,,-601,-617,-668,,-150,-134,,,-35,-68,68,,,1,,,,,
,456,2,437,,732,844,679,,684,783,,,777,798,734,,,,,,,,
,567,,3845,,3093,3917,4791,,2595,3025,,,3687,3620,3823,,,-1,,,,,
,-290,-2,1183,,748,1165,2063,,454,673,,,1246,1281,1620,,,-5,,,,,
,32,1,-318,,17,-192,76,,110,-40,,,282,76,115,,,-7,,,,,
,563,,-989,,-619,-909,-983,,-540,-778,,,-700,-770,-743,,,,,,,,
,-548,1,-4615,,-3413,-3970,-5148,,-2746,-3078,,,-3655,-3590,-3958,,,18,,,,,
,-127,,-2769,,-1388,-1734,-2738,,-914,-825,,,-1578,-1220,-1424,,,2,,,,,
,-778,-1,-521,,36,-252,-420,,106,-8,,,-183,-191,-308,,,-9,,,,,
,449,11,578,,866,730,748,,962,826,,,1059,701,558,,,-9,,,,,
,1151,-10,3083,,2764,3481,4413,,2664,3010,,,3934,3563,3747,,,5,,,,,
,-1564,-21,1711,,1116,1505,2270,,865,752,,,1400,1208,1348,,,-4,,,,,
,356,50,592,,324,385,683,,56,62,,,-177,19,-4,,,-1,,,,,
,202,-51,-1923,,-1140,-1253,-1168,,-811,-825,,,-670,-813,-1033,,,-8,,,,,
,-214,22,-4906,,-3317,-4338,-5278,,-2715,-3113,,,-3827,-3555,-3824,,,11,,,,,
,718,-21,-2048,,-1210,-1680,-2533,,-713,-817,,,-1331,-1220,-1349,,,12,,,,,
,-465,1,-949,,-469,-408,-757,,-137,-131,,,14,3,-131,,,-16,,,,,
,1028,-12,-7,,462,593,492,,622,658,,,854,912,938,,,1,,,,,
,-916,11,3924,,3145,3828,4858,,2640,3009,,,3782,3673,4170,,,6,,,,,
,-269,-13,1942,,1117,1438,2482,,753,753,,,1514,1324,1773,,,-3,,,,,
,259,14,124,,124,133,362,,91,57,,,146,98,114,,,-1,,,,,
,-412,-11,-868,,-592,-676,-773,,-662,-708,,,-942,-847,-926,,,7,,,,,
,2356,11,-4159,,-3072,-3663,-4723,,-2551,-2923,,,-3705,-3628,-3954,,,-2,,,,,
,-2409,3,-1803,,-1031,-1417,-2184,,-573,-651,,,-1363,-1237,-1365,,,1,,,,,
,568,-11,-679,,-300,-427,-481,,-154,-41,,,-67,-52,68,,,10,,,,,
,352,5,152,,450,604,695,,455,745,,,719,797,1030,,,-4,,,,,
,-630,3,3941,,3031,3890,4856,,2565,3051,,,3564,3569,3965,,,-2,,,,,
,-300,,2102,,1150,1645,2520,,683,779,,,1367,1255,1249,,,5,,,,,
,115,-11,340,,142,186,443,,-111,-19,,,142,108,59,,,-5,,,,,
,-116,-21,-1025,,-830,-1038,-1008,,-736,-891,,,-695,-753,-777,,,-9,,,,,
,-55,20,-4208,,-3150,-3965,-4969,,-2654,-3107,,,-3857,-3620,-3857,,,2,,,,,
,224,1,-2207,,-1270,-1584,-2519,,-787,-803,,,-1350,-1263,-1673,,,-9,,,,,
,125,,-662,,-333,-310,-608,,-148,-57,,,-166,-130,-255,,,,,,,,
,41,-19,550,,621,684,752,,718,692,,,879,753,745,,,2,,,,,
,105,18,4077,,3147,3775,4930,,2675,3041,,,3659,3571,3842,,,1,,,,,
,4167,-33,1921,,1145,1509,2394,,697,782,,,1076,1224,1489,,,7,,,,,
,-3803,2,582,,199,352,452,,127,-3,,,105,-10,-72,,,-4,,,,,
,282,,-476,,-492,-559,-669,,-542,-737,,,-750,-825,-929,,,7,,,,,
,1722,12,-4019,,-2986,-3839,-4857,,-2549,-3031,,,-3560,-3565,-3749,,,-5,,,,,
,-2281,1,-1721,,-969,-1500,-2262,,-689,-727,,,-1426,-1320,-1355,,,5,,,,,
,410,-11,-315,,-30,-196,-433,,-30,-27,,,-336,-207,-135,,,3,,,,,
,-645,10,485,,618,676,512,,719,702,,,1008,877,882,,,1,,,,,
,963,,3985,,2953,3788,4699,,2630,2968,,,4084,3746,4094,,,-8,,,,,
,-811,,2059,,1015,1530,2579,,647,797,,,1373,1385,1857,,,-3,,,,,
,-2,-1,418,,309,223,548,,124,103,,,183,117,33,,,2,,,,,
,-528,-21,-549,,-602,-763,-799,,-654,-734,,,-861,-823,-957,,,6,,,,,
,1815,22,-4076,,-3050,-3756,-4885,,-2576,-2987,,,-3839,-3644,-3931,,,-7,,,,,
,-747,-1,-2019,,-1135,-1411,-2351,,-724,-777,,,-1326,-1243,-1497,,,2,,,,,
,-185,-10,-399,,-148,-204,-393,,-120,7,,,-186,-64,129,,,5,,,,,
,-108,-20,504,,685,656,790,,672,837,,,865,836,965,,,,,,,,
,588,19,4054,,3070,3887,4875,,2648,3074,,,3801,3585,3835,,,-7,,,,,
,-1132,-19,1934,,971,1548,2368,,618,728,,,1563,1322,1545,,,11,,,,,
,389,20,349,,88,239,412,,-71,-34,,,242,151,5,,,11,,,,,
,-593,-19,-917,,-901,-935,-830,,-858,-854,,,-919,-766,-842,,,-8,,,,,
,-75,18,-4230,,-3188,-4087,-4883,,-2631,-3076,,,-3911,-3692,-3972,,,-10,,,,,
,250,-18,-2233,,-1293,-1653,-2440,,-913,-783,,,-1776,-1361,-1575,,,-3,,,,,
,169,-13,-506,,-252,-198,-455,,-125,-76,,,-254,-159,-244,,,5,,,,,
,-51,2,669,,676,862,771,,761,722,,,964,776,590,,,-7,,,,,
,1661,-1,3978,,2950,3809,4942,,2496,2977,,,3777,3692,4051,,,-2,,,,,
,-1814,,1837,,927,1377,2383,,487,761,,,1174,1278,1782,,,5,,,,,
,360,1,288,,240,187,306,,153,60,,,129,24,-18,,,-4,,,,,
,-398,-2,-610,,-544,-689,-893,,-567,-733,,,-696,-833,-1044,,,9,,,,,
,-325,2,-3886,,-3159,-3696,-4752,,-2751,-3029,,,-3873,-3595,-3957,,,10,,,,,
,3134,-1,-2063,,-1163,-1603,-2450,,-711,-772,,,-1415,-1248,-1489,,,-10,,,,,
,-3003,1,-516,,-150,-340,-473,,71,38,,,59,-114,-121,,,3,,,,,
,156,,601,,753,751,831,,733,766,,,820,740,939,,,-5,,,,,
,-369,-22,4199,,3248,4072,5021,,2707,3060,,,3726,3603,4023,,,,,,,,
,1222,22,2439,,1325,1830,2616,,770,835,,,1323,1260,1364,,,-5,,,,,
,-933,-16,654,,335,230,391,,209,44,,,319,132,56,,,9,,,,,
,-111,-4,-752,,-635,-937,-870,,-586,-755,,,-693,-740,-720,,,,,,,,
,-153,-1,-4128,,-3141,-3887,-4858,,-2645,-2997,,,-3782,-3586,-3777,,,-9,,,,,
,937,20,-2018,,-1078,-1459,-2440,,-639,-755,,,-1272,-1266,-1480,,,10,,,,,
,-959,-1,-323,,-94,-111,-394,,38,-35,,,4,-104,-190,,,-8,,,,,
,2710,-19,773,,692,778,765,,531,745,,,593,799,872,,,-8,,,,,
,-2958,14,4084,,3076,3712,4880,,2554,3013,,,3663,3598,3952,,,5,,,,,
,2315,-13,2113,,1052,1494,2506,,699,795,,,1353,1234,1476,,,3,,,,,
,-1470,-11,544,,210,242,402,,60,,,,244,93,57,,,-3,,,,,
,-54,,-605,,-698,-676,-721,,-790,-826,,,-820,-770,-663,,,15,,,,,
,812,11,-3939,,-2966,-3708,-4668,,-2603,-2990,,,-3918,-3673,-3973,,,-15,,,,,
,-913,,-2153,,-1208,-1783,-2587,,-639,-792,,,-1370,-1322,-1575,,,-8,,,,,
,242,,-468,,-172,-350,-545,,-46,-88,,,-208,-135,-186,,,6,,,,,
,-309,-10,648,,655,833,775,,627,738,,,753,808,849,,,5,,,,,
,-354,-1,4153,,3126,4002,4940,,2728,3040,,,3868,3652,3958,,,3,,,,,
,1273,1,2187,,1189,1708,2635,,685,815,,,1342,1279,1717,,,-3,,,,,
,-405,-1,387,,152,136,505,,-18,3,,,181,118,329,,,2,,,,,
,-236,1,-686,,-625,-773,-823,,-598,-757,,,-760,-889,-1111,,,,,,,,
,92,-1,-4217,,-3201,-3895,-5089,,-2695,-3048,,,-3879,-3613,-4041,,,-5,,,,,
,2735,-11,-2061,,-1129,-1444,-2444,,-739,-785,,,-1470,-1294,-1569,,,1,,,,,
,-379,-14,-532,,-282,-266,-557,,-82,-81,,,-48,-61,-123,,,-5,,,,,
,-2595,1,673,,810,746,751,,764,773,,,832,838,867,,,9,,,,,
,-458,13,4221,,3243,3959,4904,,2671,3126,,,3697,3562,3926,,,3,,,,,
,1042,-11,2090,,1152,1717,2518,,656,862,,,1328,1255,1517,,,-7,,,,,
,22,20,425,,190,333,543,,111,62,,,170,140,218,,,-8,,,,,
,-447,-10,-493,,-646,-687,-646,,-733,-753,,,-1092,-851,-651,,,8,,,,,
,-677,,-4049,,-3107,-3979,-4912,,-2567,-3026,,,-3706,-3625,-3881,,,9,,,,,
,147,12,-2235,,-1206,-1657,-2531,,-784,-781,,,-1365,-1228,-1570,,,3,,,,,
,563,-12,-935,,-396,-269,-584,,-299,-26,,,-372,-154,-163,,,-5,,,,,
,142,,540,,637,886,740,,633,789,,,864,845,867,,,-13,,,,,
,-166,12,5215,,3711,4270,5344,,2977,3123,,,3972,3636,3995,,,5,,,,,
,50,-11,2590,,1423,1634,2677,,970,823,,,1610,1257,1420,,,11,,,,,
,9,-18,126,,110,134,335,,141,29,,,331,157,106,,,-6,,,,,
,-420,,-867,,-721,-720,-806,,-759,-802,,,-1004,-727,-679,,,-2,,,,,
,19,-1,-4489,,-3367,-4015,-5053,,-2807,-3117,,,-3780,-3565,-3918,,,-2,,,,,
,-277,19,-2112,,-1296,-1769,-2656,,-607,-811,,,-1108,-1262,-1770,,,2,,,,,
,75,-18,-428,,-157,-476,-612,,67,-77,,,-153,-89,-63,,,-5,,,,,
,2374,16,623,,664,598,591,,585,687,,,668,800,910,,,6,,,,,
,-2121,-43,3990,,3072,3799,4747,,2606,2970,,,3789,3552,3871,,,-13,,,,,
,4153,17,2224,,1043,1683,2580,,556,742,,,1260,1284,1562,,,-1,,,,,
,-3841,10,489,,197,272,530,,134,40,,,256,153,114,,,4,,,,,
,847,-29,-643,,-665,-847,-707,,-673,-743,,,-853,-821,-747,,,2,,,,,
,-1569,27,-4031,,-3086,-3877,-4832,,-2653,-3001,,,-3842,-3644,-3926,,,11,,,,,
,1487,1,-2119,,-1129,-1521,-2518,,-607,-732,,,-1268,-1301,-1681,,,-4,,,,,
,-1349,-9,-516,,-183,-103,-415,,-161,18,,,-339,-124,-192,,,3,,,,,
,2,10,823,,790,863,861,,666,805,,,775,800,847,,,,,,,,
,1346,-27,4164,,3295,3820,4959,,2798,3107,,,3889,3599,3972,,,2,,,,,
,-1299,16,2054,,1039,1490,2484,,778,794,,,1576,1295,1485,,,2,,,,,
,268,10,406,,231,285,508,,72,-7,,,145,179,149,,,-10,,,,,
,-282,1,-444,,-518,-584,-654,,-733,-777,,,-964,-813,-830,,,-6,,,,,
,585,,-3921,,-3008,-3756,-4804,,-2609,-3026,,,-3850,-3693,-3892,,,3,,,,,
,439,-27,-2214,,-1243,-1744,-2396,,-765,-797,,,-1393,-1267,-1238,,,-7,,,,,
,40,-21,-603,,-277,-328,-501,,-94,-29,,,-149,-103,7,,,7,,,,,
,-1191,-1,616,,627,850,700,,663,722,,,911,815,680,,,3,,,,,
,263,38,4055,,2990,3970,4917,,2460,3023,,,3671,3623,3780,,,-3,,,,,
,-41,-16,2157,,1136,1568,2570,,736,753,,,1468,1289,1513,,,6,,,,,
,-3,-18,570,,318,229,512,,128,36,,,56,-4,96,,,7,,,,,
,-312,34,-719,,-614,-844,-917,,-542,-746,,,-764,-824,-873,,,,,,,,
,2274,-16,-3993,,-2964,-3758,-4853,,-2474,-2973,,,-3772,-3606,-3942,,,1,,,,,
,-1912,-21,-2176,,-1249,-1548,-2531,,-799,-793,,,-1487,-1243,-1501,,,1,,,,,
,623,,-537,,-294,-305,-488,,-127,-82,,,8,-66,-302,,,-1,,,,,
,-627,-12,816,,753,728,799,,713,758,,,676,867,827,,,2,,,,,
,-78,3,3874,,2919,3675,4649,,2590,3007,,,3797,3614,3941,,,-6,,,,,
,67,11,1987,,1063,1585,2452,,630,790,,,1311,1202,1440,,,-7,,,,,
,251,-10,531,,282,417,561,,109,75,,,79,112,99,,,-2,,,,,
,443,10,-548,,-600,-681,-680,,-621,-739,,,-782,-796,-742,,,-4,,,,,
,-284,-2,-4059,,-3084,-3925,-4813,,-2619,-3026,,,-3801,-3630,-3890,,,16,,,,,
,-617,-12,-2113,,-1234,-1701,-2541,,-712,-757,,,-1444,-1335,-1480,,,-3,,,,,
,1246,15,-527,,-251,-220,-482,,-279,17,,,-337,-179,8,,,-13,,,,,
,403,-1,733,,692,958,809,,489,805,,,574,771,860,,,,,,,,
,-1059,-1,4236,,3257,4024,4941,,2688,3077,,,3783,3558,3697,,,7,,,,,
,-244,-32,2208,,1326,1584,2535,,938,838,,,1483,1237,1352,,,,,,,,
,142,1,379,,164,119,366,,139,36,,,255,140,178,,,-3,,,,,
,-339,1,-844,,-763,-753,-831,,-769,-771,,,-837,-782,-771,,,2,,,,,
,160,19,-4120,,-3125,-3747,-4830,,-2667,-3044,,,-3690,-3551,-3908,,,,,,,,
,-370,-3,-1919,,-1086,-1558,-2418,,-560,-793,,,-1086,-1193,-1456,,,6,,,,,
,1244,-16,-304,,-13,-229,-350,,-23,8,,,-376,-131,-20,,,-1,,,,,
,92,,576,,657,729,683,,805,803,,,871,757,767,,,-4,,,,,
,-1332,11,4124,,3189,3930,4824,,2673,3052,,,3643,3617,3860,,,2,,,,,
,-188,-11,1970,,996,1557,2376,,562,719,,,1347,1259,1458,,,-12,,,,,
,19,5,386,,38,154,413,,-116,-2,,,36,83,93,,,14,,,,,
,-104,-5,-749,,-649,-879,-855,,-533,-751,,,-662,-859,-876,,,7,,,,,
,1936,1,-4382,,-3152,-3982,-4981,,-2505,-3056,,,-3644,-3649,-3868,,,-17,,,,,
,1977,-10,-1833,,-1061,-1448,-2290,,-664,-775,,,-1567,-1275,-1425,,,-2,,,,,
,-3637,10,-189,,-95,15,-273,,-67,-13,,,-253,-125,-227,,,8,,,,,
,103,-1,768,,711,854,862,,578,773,,,797,804,728,,,-6,,,,,
,-136,2,4034,,3112,3678,4805,,2568,2965,,,3985,3687,4016,,,4,,,,,
,513,-2,2053,,1168,1470,2432,,754,781,,,1396,1253,1484,,,-4,,,,,
,-559,1,507,,171,251,475,,52,-8,,,56,61,59,,,,,,,,
,-139,-1,-741,,-730,-731,-859,,-617,-823,,,-623,-746,-861,,,-9,,,,,
,1721,-28,-4061,,-3009,-3736,-4784,,-2582,-2980,,,-3829,-3606,-3958,,,11,,,,,
,-1510,19,-2065,,-1115,-1621,-2324,,-819,-733,,,-1501,-1317,-1343,,,1,,,,,
,199,-24,-488,,-274,-331,-468,,-90,-18,,,-323,-100,46,,,-8,,,,,
,63,4,470,,577,722,622,,683,779,,,907,812,737,,,11,,,,,
,-88,15,4155,,3186,4050,4940,,2582,3064,,,3663,3551,3863,,,1,,,,,
,-462,-17,2391,,1385,1750,2567,,870,833,,,1435,1259,1468,,,11,,,,,
,2060,19,449,,233,115,426,,166,33,,,294,163,244,,,5,,,,,
,-1025,-1,-870,,-781,-945,-913,,-686,-804,,,-765,-854,-820,,,-10,,,,,
,-916,-19,-4255,,-3252,-3977,-5027,,-2714,-3105,,,-3688,-3553,-4010,,,2,,,,,
,1869,-12,-2078,,-1191,-1501,-2380,,-791,-782,,,-1488,-1205,-1553,,,6,,,,,
,-1441,13,-409,,-191,-206,-337,,-127,-24,,,-391,-165,-147,,,-11,,,,,
,-538,,592,,577,643,720,,591,739,,,781,771,900,,,-2,,,,,
,3405,-8,3952,,3037,3724,4696,,2631,2982,,,3811,3602,3862,,,-2,,,,,
,-2607,14,2076,,1215,1614,2408,,822,785,,,1306,1216,1321,,,-7,,,,,
,261,-6,407,,15,254,398,,-2,-57,,,233,130,119,,,9,,,,,
,-1041,,-663,,-662,-818,-777,,-694,-827,,,-610,-721,-708,,,-2,,,,,
,476,-2,-3962,,-2933,-3833,-4746,,-2520,-2973,,,-4024,-3633,-3791,,,-2,,,,,
,324,-8,-2047,,-1124,-1588,-2383,,-638,-760,,,-1479,-1346,-1467,,,5,,,,,
,734,11,-382,,-191,-194,-457,,-128,-24,,,-52,-77,-191,,,2,,,,,
,88,-2,639,,691,880,688,,683,789,,,1022,828,478,,,1,,,,,
,-1047,-28,4001,,3068,3763,4682,,2559,3034,,,3624,3621,3894,,,-1,,,,,
,-298,19,2014,,1085,1386,2390,,683,749,,,1307,1296,1580,,,-5,,,,,
,570,-22,245,,142,140,350,,71,28,,,271,100,103,,,4,,,,,
,-401,7,-753,,-631,-672,-760,,-701,-726,,,-1102,-825,-728,,,,,,,,
,507,-5,-3975,,-3040,-3673,-4695,,-2646,-3001,,,-3870,-3636,-3813,,,-2,,,,,
,-461,,-1990,,-1077,-1474,-2372,,-607,-761,,,-1265,-1288,-1560,,,-3,,,,,
,107,,-359,,-58,-260,-500,,78,17,,,-94,-142,-172,,,6,,,,,
,-172,5,878,,836,904,912,,650,868,,,621,751,801,,,-1,,,,,
,1478,-5,4018,,3102,3926,4938,,2635,3049,,,3887,3626,3969,,,,,,,,
,-1466,2,2206,,1135,1720,2516,,628,762,,,1490,1339,1535,,,-12,,,,,
,307,-2,514,,6,256,509,,-184,3,,,94,163,299,,,5,,,,,
,11,-1,-714,,-673,-835,-815,,-665,-819,,,-694,-762,-766,,,9,,,,,
,233,1,-4248,,-3178,-4030,-5030,,-2520,-3068,,,-3747,-3583,-3932,,,2,,,,,
,-192,-2,-2279,,-1195,-1671,-2499,,-671,-795,,,-1380,-1273,-1612,,,1,,,,,
,541,,-338,,-99,-72,-421,,-28,19,,,-284,-177,-288,,,-5,,,,,
,-554,1,618,,706,789,715,,632,780,,,686,768,808,,,-7,,,,,
,-78,-1,3847,,3038,3670,4741,,2601,2982,,,3894,3652,3987,,,10,,,,,
,586,,2001,,1067,1443,2463,,702,744,,,1380,1219,1526,,,-3,,,,,
,-296,-7,400,,226,300,514,,97,31,,,-66,17,54,,,1,,,,,
,-3,8,-649,,-587,-630,-746,,-560,-757,,,-905,-823,-863,,,-2,,,,,
,899,-1,-4007,,-3172,-3841,-4764,,-2780,-3110,,,-3801,-3581,-3727,,,-8,,,,,
,-201,-7,-1987,,-1207,-1679,-2408,,-836,-781,,,-1335,-1267,-1366,,,-4,,,,,
,-766,1,-323,,-50,-266,-532,,107,1,,,-36,-188,-387,,,3,,,,,
,-16,7,626,,703,839,755,,685,801,,,818,757,622,,,8,,,,,
,-96,-17,3996,,3110,3979,4887,,2596,3054,,,3749,3644,3871,,,9,,,,,
,-121,1,2103,,1125,1610,2486,,815,785,,,1558,1374,1517,,,-10,,,,,
,180,16,417,,225,163,502,,212,23,,,285,118,207,,,4,,,,,
,-612,,-610,,-605,-823,-772,,-678,-765,,,-978,-877,-670,,,,,,,,
,10,,-4114,,-3160,-3802,-4793,,-2847,-3040,,,-4180,-3630,-3726,,,2,,,,,
,348,-18,-2160,,-1188,-1453,-2479,,-759,-742,,,-1387,-1297,-1626,,,,,,,,
,-352,2,-230,,-72,-134,-385,,63,89,,,-10,-133,-187,,,-9,,,,,
,223,-10,797,,799,786,821,,840,851,,,913,838,958,,,,,,,,
,237,8,4138,,3154,3870,4908,,2621,3082,,,3886,3671,4007,,,4,,,,,
,-412,1,2246,,1235,1659,2606,,679,796,,,1406,1316,1569,,,-6,,,,,
,716,-1,659,,302,438,610,,87,49,,,22,87,25,,,-1,,,,,
,-772,,-1033,,-887,-951,-1076,,-708,-807,,,-575,-727,-972,,,9,,,,,
,631,-7,-4590,,-3270,-4173,-5268,,-2555,-3098,,,-3605,-3586,-3930,,,-5,,,,,
,-97,-16,-1988,,-1038,-1580,-2243,,-623,-754,,,-1507,-1342,-1447,,,3,,,,,
,-332,16,159,,-20,12,-103,,-62,-6,,,-397,-184,-138,,,-7,,,,,
,345,-17,906,,604,889,748,,573,718,,,737,809,810,,,3,,,,,
,131,24,3451,,2791,3578,4452,,2433,2925,,,3846,3667,3985,,,-7,,,,,
,-196,-8,1790,,1082,1383,2314,,760,794,,,1573,1281,1306,,,8,,,,,
,299,9,389,,228,197,514,,94,38,,,59,31,42,,,-3,,,,,
,926,-34,-749,,-679,-783,-794,,-718,-780,,,-1162,-866,-681,,,-4,,,,,
