Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Fz (uV),P4 (uV),O1 (uV),O2 (uV),Ref (uV),AccX (mg),AccY (mg),AccZ (mg),Event A,Event B
,-690,-8,-434,-1171,-2284,-609,,,,,,,,,,,,2,,,,,
,-77,1,-1746,-5161,-8458,-15336,,,,,,,,,,,,5,,,,,
,529,8,-454,-1432,-1901,-9013,,,,,,,,,,,,-1,,,,,
,418,-9,-26,-73,174,-1862,,,,,,,,,,,,-4,,,,,
,-508,,445,1204,1864,7063,,,,,,,,,,,,5,,,,,
,-65,-14,1813,5267,8141,18098,,,,,,,,,,,,2,,,,,
,3559,5,469,1517,2204,4529,,,,,,,,,,,,1,,,,,
,-3672,1,-19,-42,362,-4466,,,,,,,,,,,,-9,,,,,
,3133,,-487,-1334,-1897,-5310,,,,,,,,,,,,7,,,,,
,-3347,-15,-1816,-5226,-8646,-11756,,,,,,,,,,,,-3,,,,,
,173,-4,-396,-1359,-2551,-1895,,,,,,,,,,,,-2,,,,,
,56,-1,37,80,-2,-43,,,,,,,,,,,,9,,,,,
,396,-1,414,1176,2413,-1072,,,,,,,,,,,,2,,,,,
,828,-8,1749,4911,8178,12723,,,,,,,,,,,,-5,,,,,
,-1404,,459,2175,3421,11123,,,,,,,,,,,,1,,,,,
,1213,-1,48,-687,-1723,-167,,,,,,,,,,,,-11,,,,,
,-1230,-17,-437,-964,-1610,-2715,,,,,,,,,,,,7,,,,,
,-110,17,-1823,-5276,-8022,-19958,,,,,,,,,,,,-5,,,,,
,2164,-33,-477,-1463,-2126,-6142,,,,,,,,,,,,13,,,,,
,-1897,5,1,-63,-341,3489,,,,,,,,,,,,1,,,,,
,123,4,485,1417,2013,6510,,,,,,,,,,,,-8,,,,,
,-340,3,1819,5254,8331,15141,,,,,,,,,,,,2,,,,,
,-109,-25,434,1341,2530,-298,,,,,,,,,,,,-5,,,,,
,-108,14,-26,-59,178,-1341,,,,,,,,,,,,5,,,,,
,263,,-478,-1287,-2295,254,,,,,,,,,,,,4,,,,,
,-84,-19,-1766,-5168,-8688,-12887,,,,,,,,,,,,6,,,,,
,-141,1,-405,-1301,-2234,-4789,,,,,,,,,,,,-12,,,,,
,51,-4,-13,-56,356,-4672,,,,,,,,,,,,-9,,,,,
,91,-9,407,1168,2236,2234,,,,,,,,,,,,7,,,,,
,-32,13,1776,5185,8167,19141,,,,,,,,,,,,-1,,,,,
,515,-22,489,1506,1932,6968,,,,,,,,,,,,6,,,,,
,-272,22,44,66,24,-344,,,,,,,,,,,,,,,,,
,-80,-13,-500,-1280,-1621,-8004,,,,,,,,,,,,-1,,,,,
,-272,,-1836,-5335,-8370,-16729,,,,,,,,,,,,,,,,,
,137,-22,-436,-1390,-2472,-730,,,,,,,,,,,,-2,,,,,
,63,,43,81,-276,2455,,,,,,,,,,,,-4,,,,,
,-5,-13,480,1270,2101,3042,,,,,,,,,,,,-3,,,,,
,-214,4,1756,5189,8843,10813,,,,,,,,,,,,5,,,,,
,428,12,405,1302,2207,3225,,,,,,,,,,,,-3,,,,,
,3325,-11,6,-137,-525,3022,,,,,,,,,,,,-8,,,,,
,-3234,-9,-422,-538,-1070,1618,,,,,,,,,,,,3,,,,,
,-521,7,-1774,-5925,-9839,-18795,,,,,,,,,,,,,,,,,
,3113,,-458,-1037,-1087,-7657,,,,,,,,,,,,5,,,,,
,-2427,-20,-31,-237,-227,-1563,,,,,,,,,,,,-3,,,,,
,-571,-8,463,1240,1892,7346,,,,,,,,,,,,1,,,,,
,-96,8,1832,5327,8211,17931,,,,,,,,,,,,-6,,,,,
,-64,,466,1475,2243,3888,,,,,,,,,,,,7,,,,,
,1190,3,-17,-58,388,-4663,,,,,,,,,,,,6,,,,,
,-965,,-499,-1313,-1921,-4295,,,,,,,,,,,,-10,,,,,
,-72,1,-1800,-5259,-8695,-11723,,,,,,,,,,,,3,,,,,
,175,-31,-402,-1295,-2515,-2124,,,,,,,,,,,,-2,,,,,
,-198,18,10,45,22,-690,,,,,,,,,,,,7,,,,,
,-84,3,429,1179,2481,-1130,,,,,,,,,,,,-9,,,,,
,134,-19,1775,5161,8523,14644,,,,,,,,,,,,7,,,,,
,205,-4,444,1398,1919,8176,,,,,,,,,,,,3,,,,,
,-131,-25,36,94,-255,2411,,,,,,,,,,,,,,,,,
,-138,-8,-450,-1196,-1951,-4126,,,,,,,,,,,,-6,,,,,
,677,-1,-1813,-5304,-8059,-20108,,,,,,,,,,,,4,,,,,
,3626,35,-478,-1464,-2205,-5243,,,,,,,,,,,,-2,,,,,
,-3693,1,-3,-17,-275,3661,,,,,,,,,,,,-9,,,,,
,-542,-56,497,1320,1863,5949,,,,,,,,,,,,-5,,,,,
,1496,2,1810,5297,8504,14689,,,,,,,,,,,,11,,,,,
,2854,25,426,1357,2593,-196,,,,,,,,,,,,15,,,,,
,-3333,-19,-32,-70,80,-639,,,,,,,,,,,,-10,,,,,
,5930,-6,-452,-1548,-2845,-784,,,,,,,,,,,,,,,,,
,-3649,-1,-1751,-4362,-7247,-10423,,,,,,,,,,,,6,,,,,
,-3075,-11,-424,-2000,-3440,-7588,,,,,,,,,,,,-1,,,,,
,-485,12,-31,45,633,-4284,,,,,,,,,,,,-10,,,,,
,3418,-1,410,1208,2232,3191,,,,,,,,,,,,-2,,,,,
,-3216,-11,1800,5214,8158,19125,,,,,,,,,,,,2,,,,,
,78,-1,483,1515,1931,6840,,,,,,,,,,,,13,,,,,
,-27,-19,33,81,121,-855,,,,,,,,,,,,-5,,,,,
,-63,-11,-497,-1349,-1650,-8232,,,,,,,,,,,,-11,,,,,
,-160,12,-1832,-5281,-8376,-15752,,,,,,,,,,,,13,,,,,
,-59,-1,-428,-1397,-2552,-790,,,,,,,,,,,,5,,,,,
,289,-10,36,94,-213,2310,,,,,,,,,,,,-19,,,,,
,18,-2,465,1243,2124,2333,,,,,,,,,,,,-2,,,,,
,-223,1,1758,5154,8836,10764,,,,,,,,,,,,10,,,,,
,206,-20,426,1373,2253,4322,,,,,,,,,,,,4,,,,,
,-21,20,2,-19,-287,3659,,,,,,,,,,,,-2,,,,,
,-170,-9,-416,-1127,-2228,-1095,,,,,,,,,,,,-3,,,,,
,1488,-21,-1763,-5186,-8355,-16568,,,,,,,,,,,,-1,,,,,
,-1437,23,-480,-1498,-1911,-9312,,,,,,,,,,,,-1,,,,,
,-56,-23,-40,-38,81,-84,,,,,,,,,,,,-4,,,,,
,56,11,453,1243,1818,7271,,,,,,,,,,,,9,,,,,
,-15,-12,1841,5293,8160,17610,,,,,,,,,,,,2,,,,,
,888,12,477,1461,2299,3257,,,,,,,,,,,,-9,,,,,
,-1050,-32,-34,-60,412,-4632,,,,,,,,,,,,1,,,,,
,86,19,-488,-1285,-2020,-3427,,,,,,,,,,,,-7,,,,,
,520,1,-1786,-5269,-8737,-11775,,,,,,,,,,,,2,,,,,
,-164,-18,-417,-1546,-2957,-3411,,,,,,,,,,,,13,,,,,
,294,-2,9,829,1593,1718,,,,,,,,,,,,-9,,,,,
,-448,-10,440,392,964,-4066,,,,,,,,,,,,,,,,,
,7,,1751,5382,8911,16416,,,,,,,,,,,,9,,,,,
,-266,-1,450,1433,1957,8247,,,,,,,,,,,,-4,,,,,
,78,12,54,112,-195,2230,,,,,,,,,,,,10,,,,,
,-34,-10,-438,-1244,-1937,-4843,,,,,,,,,,,,-12,,,,,
,354,-23,-1835,-5283,-8034,-20083,,,,,,,,,,,,-1,,,,,
,1652,14,-470,-1474,-2286,-4341,,,,,,,,,,,,11,,,,,
,-1502,4,6,-133,-535,3205,,,,,,,,,,,,8,,,,,
,-471,-28,482,1730,2661,7083,,,,,,,,,,,,-15,,,,,
,77,2,1805,4890,7818,12610,,,,,,,,,,,,,,,,,
,-59,10,419,1449,2776,222,,,,,,,,,,,,2,,,,,
,34,-1,-20,-52,21,363,,,,,,,,,,,,3,,,,,
,-56,-11,-451,-1259,-2339,270,,,,,,,,,,,,-5,,,,,
,179,-8,-1759,-5106,-8605,-13290,,,,,,,,,,,,-1,,,,,
,-194,-11,-417,-1364,-2144,-6110,,,,,,,,,,,,7,,,,,
,173,,-30,-73,345,-4702,,,,,,,,,,,,-6,,,,,
,2199,30,408,1161,2056,3914,,,,,,,,,,,,,,,,,
,-1949,-20,1817,5231,8192,19239,,,,,,,,,,,,4,,,,,
,-499,-19,479,1518,1979,6491,,,,,,,,,,,,9,,,,,
,-34,-1,10,17,144,-1679,,,,,,,,,,,,-6,,,,,
,556,-1,-503,-1326,-1649,-8014,,,,,,,,,,,,2,,,,,
,-154,12,-1825,-5269,-8451,-14857,,,,,,,,,,,,-19,,,,,
,-44,-33,-411,-1410,-2572,-839,,,,,,,,,,,,9,,,,,
,61,-1,39,55,-273,1863,,,,,,,,,,,,1,,,,,
,2663,5,462,1118,1936,927,,,,,,,,,,,,,,,,,
,-1622,15,1764,5821,10124,13642,,,,,,,,,,,,3,,,,,
,-767,-26,421,580,644,2128,,,,,,,,,,,,3,,,,,
,-231,-3,9,389,469,5232,,,,,,,,,,,,-5,,,,,
,-380,37,-433,-1298,-2508,-2027,,,,,,,,,,,,4,,,,,
,143,-26,-1769,-5488,-8789,-18386,,,,,,,,,,,,8,,,,,
,2182,-10,-467,-471,-25,-5532,,,,,,,,,,,,-17,,,,,
,-2236,11,-36,-983,-1810,-2469,,,,,,,,,,,,-3,,,,,
,493,-34,461,1518,2297,8119,,,,,,,,,,,,7,,,,,
,-575,23,1829,5376,8326,17621,,,,,,,,,,,,6,,,,,
,-141,-2,462,1367,2234,2263,,,,,,,,,,,,-7,,,,,
,383,-31,-33,-34,455,-4430,,,,,,,,,,,,-3,,,,,
,-365,2,-487,-1314,-2094,-2572,,,,,,,,,,,,5,,,,,
,159,1,-1781,-5230,-8705,-11673,,,,,,,,,,,,-2,,,,,
,14,8,-386,-1295,-2463,-2652,,,,,,,,,,,,10,,,,,
,-140,-7,-7,11,180,-2028,,,,,,,,,,,,-6,,,,,
,194,-2,420,1155,2429,-1044,,,,,,,,,,,,8,,,,,
,-127,-2,1759,5192,8373,16479,,,,,,,,,,,,-1,,,,,
,221,3,459,1418,1916,8144,,,,,,,,,,,,-15,,,,,
,318,-21,50,123,-159,1907,,,,,,,,,,,,6,,,,,
,-691,-12,-463,-1242,-1867,-5579,,,,,,,,,,,,-7,,,,,
,87,2,-1821,-5305,-8090,-19919,,,,,,,,,,,,-3,,,,,
,229,,-474,-1444,-2328,-3383,,,,,,,,,,,,15,,,,,
,10,,18,-16,-305,3630,,,,,,,,,,,,1,,,,,
,190,12,490,1326,1930,5266,,,,,,,,,,,,3,,,,,
,-323,-11,1804,4954,8080,12065,,,,,,,,,,,,-5,,,,,
,1552,-3,409,2199,4132,3186,,,,,,,,,,,,-14,,,,,
,-1625,-18,-24,-882,-1629,-1666,,,,,,,,,,,,10,,,,,
,116,,-448,-925,-1757,1192,,,,,,,,,,,,2,,,,,
,-105,,-1754,-5142,-8596,-13608,,,,,,,,,,,,-2,,,,,
,4591,-11,-420,-1427,-2192,-7057,,,,,,,,,,,,2,,,,,
,-3911,-10,-53,-93,330,-4366,,,,,,,,,,,,2,,,,,
,6315,8,426,1145,1939,4580,,,,,,,,,,,,-2,,,,,
,-3850,-5,1826,5515,8668,20136,,,,,,,,,,,,-7,,,,,
,-3212,-11,490,1176,1348,4864,,,,,,,,,,,,7,,,,,
,-132,-4,3,313,770,-1294,,,,,,,,,,,,-3,,,,,
,336,2,-494,-1505,-2039,-8390,,,,,,,,,,,,10,,,,,
,-85,-12,-1819,-5280,-8487,-13979,,,,,,,,,,,,-10,,,,,
,-81,11,-417,-1376,-2487,-855,,,,,,,,,,,,-3,,,,,
,-76,2,26,129,-168,1806,,,,,,,,,,,,-1,,,,,
,93,,472,1239,2298,1015,,,,,,,,,,,,3,,,,,
,7,-1,1744,5143,8784,11090,,,,,,,,,,,,-1,,,,,
,934,-5,423,1384,2116,6052,,,,,,,,,,,,2,,,,,
,-880,-4,10,13,-284,3558,,,,,,,,,,,,3,,,,,
,-21,-13,-406,-1132,-2191,-1774,,,,,,,,,,,,-4,,,,,
,-97,1,-1782,-5248,-8244,-17958,,,,,,,,,,,,4,,,,,
,1176,-1,-477,-1479,-1926,-8819,,,,,,,,,,,,-5,,,,,
,-1198,-10,-27,-35,-106,1649,,,,,,,,,,,,8,,,,,
,896,10,463,1228,1769,6953,,,,,,,,,,,,-5,,,,,
,-834,,1829,5325,8301,17078,,,,,,,,,,,,7,,,,,
,1862,11,450,1390,2373,1813,,,,,,,,,,,,-5,,,,,
,2184,-29,-39,-262,-44,-5130,,,,,,,,,,,,-2,,,,,
,-3881,,-473,-571,-770,1147,,,,,,,,,,,,,,,,,
,-92,1,-1770,-6012,-10235,-14922,,,,,,,,,,,,,,,,,
,-21,-28,-416,-872,-1617,-1470,,,,,,,,,,,,-5,,,,,
,-84,27,-7,-156,-80,-3229,,,,,,,,,,,,9,,,,,
,-144,,426,1189,2482,-407,,,,,,,,,,,,-9,,,,,
,1823,-1,1774,5174,8316,17173,,,,,,,,,,,,5,,,,,
,-1753,-33,461,1393,1870,7800,,,,,,,,,,,,3,,,,,
,1471,-11,40,193,-28,1816,,,,,,,,,,,,-3,,,,,
,-1542,16,-452,-1245,-1817,-6154,,,,,,,,,,,,-2,,,,,
,-110,18,-1827,-5367,-8173,-19711,,,,,,,,,,,,5,,,,,
,262,-35,-469,-1401,-2311,-2584,,,,,,,,,,,,4,,,,,
,39,,4,-8,-355,3335,,,,,,,,,,,,-10,,,,,
,-60,-15,492,1348,1927,5125,,,,,,,,,,,,3,,,,,
,441,-5,1811,5223,8682,12612,,,,,,,,,,,,-4,,,,,
,-389,18,411,1338,2550,431,,,,,,,,,,,,-4,,,,,
,4,2,-30,-35,-103,2003,,,,,,,,,,,,2,,,,,
,-283,-13,-433,-1238,-2306,-28,,,,,,,,,,,,-6,,,,,
,355,,-1754,-5144,-8646,-14075,,,,,,,,,,,,6,,,,,
,-226,-16,-438,-1354,-1986,-7278,,,,,,,,,,,,6,,,,,
,-140,-1,-30,-108,293,-4071,,,,,,,,,,,,4,,,,,
,78,4,417,1193,1981,5502,,,,,,,,,,,,-7,,,,,
,25,-18,1816,5236,8138,18819,,,,,,,,,,,,-5,,,,,
,121,14,500,1536,2046,5940,,,,,,,,,,,,12,,,,,
,467,6,-12,1,275,-2860,,,,,,,,,,,,,,,,,
,-609,-26,-489,-1615,-2229,-8512,,,,,,,,,,,,8,,,,,
,1696,9,-1833,-4504,-7144,-10659,,,,,,,,,,,,-9,,,,,
,-1513,-19,-417,-2059,-3847,-3466,,,,,,,,,,,,-8,,,,,
,-141,5,50,309,222,2004,,,,,,,,,,,,7,,,,,
,-51,-4,452,1236,2412,696,,,,,,,,,,,,1,,,,,
,21,-16,1755,5088,8646,11328,,,,,,,,,,,,-4,,,,,
,-17,15,418,1408,2094,6732,,,,,,,,,,,,-9,,,,,
,136,-1,26,37,-255,3411,,,,,,,,,,,,-2,,,,,
,-223,-1,-420,-1141,-2182,-2027,,,,,,,,,,,,4,,,,,
,134,-12,-1791,-5256,-8184,-18592,,,,,,,,,,,,14,,,,,
,93,-18,-492,-1482,-1930,-8344,,,,,,,,,,,,-7,,,,,
,-120,-1,-23,-41,-160,2225,,,,,,,,,,,,-19,,,,,
,-108,2,483,1250,1773,6758,,,,,,,,,,,,14,,,,,
,-159,-1,1834,5355,8323,16898,,,,,,,,,,,,8,,,,,
,502,8,450,1420,2491,1287,,,,,,,,,,,,-6,,,,,
,-419,-8,-41,-95,294,-3767,,,,,,,,,,,,-4,,,,,
,93,-1,-500,-1304,-2201,-1095,,,,,,,,,,,,12,,,,,
,1894,,-1768,-5184,-8678,-12119,,,,,,,,,,,,5,,,,,
,-1655,,-385,-1294,-2430,-3284,,,,,,,,,,,,-13,,,,,
,641,-18,-5,-26,257,-3351,,,,,,,,,,,,6,,,,,
,-844,18,424,1159,2396,-91,,,,,,,,,,,,-1,,,,,
,320,,1764,5210,8305,17931,,,,,,,,,,,,-9,,,,,
,-225,-25,462,1432,1892,7650,,,,,,,,,,,,-5,,,,,
,-112,7,44,122,-131,1243,,,,,,,,,,,,4,,,,,
,-79,,-466,-1269,-1759,-6766,,,,,,,,,,,,3,,,,,
,169,-7,-1838,-5357,-8161,-19066,,,,,,,,,,,,8,,,,,
,-68,-17,-451,-1688,-2890,-3085,,,,,,,,,,,,8,,,,,
,-48,17,30,858,1265,6358,,,,,,,,,,,,-16,,,,,
,504,-38,490,548,440,1708,,,,,,,,,,,,-2,,,,,
,-638,1,1782,5444,9152,12872,,,,,,,,,,,,-2,,,,,
,291,2,399,1333,2541,997,,,,,,,,,,,,3,,,,,
,-141,1,-1,-29,-174,2641,,,,,,,,,,,,-5,,,,,
,-65,-14,-429,-1197,-2303,-202,,,,,,,,,,,,17,,,,,
,1,-3,-1765,-5132,-8563,-14358,,,,,,,,,,,,-7,,,,,
,4602,17,-457,-1448,-1982,-8041,,,,,,,,,,,,-6,,,,,
,-3853,-12,-37,-82,283,-3465,,,,,,,,,,,,8,,,,,
,-744,11,446,1165,1814,5985,,,,,,,,,,,,-1,,,,,
,237,-30,1825,5439,8492,19289,,,,,,,,,,,,3,,,,,
,-245,17,466,1343,1731,4906,,,,,,,,,,,,-1,,,,,
,22,6,-7,36,405,-3347,,,,,,,,,,,,3,,,,,
,61,-5,-502,-1339,-1735,-6819,,,,,,,,,,,,-5,,,,,
,-154,-18,-1797,-5274,-8595,-12670,,,,,,,,,,,,3,,,,,
,277,-1,-402,-1346,-2562,-1397,,,,,,,,,,,,4,,,,,
,386,-13,40,107,-148,1011,,,,,,,,,,,,-9,,,,,
,-687,4,429,1223,2411,-111,,,,,,,,,,,,-3,,,,,
,768,,1754,5133,8739,12103,,,,,,,,,,,,1,,,,,
,-488,10,434,1374,1987,7241,,,,,,,,,,,,6,,,,,
,-73,-32,22,19,-306,3156,,,,,,,,,,,,-2,,,,,
,-150,19,-426,-1106,-2088,-2317,,,,,,,,,,,,6,,,,,
,-4,-19,-1791,-5268,-8121,-19217,,,,,,,,,,,,-5,,,,,
,1949,17,-482,-1496,-2044,-7839,,,,,,,,,,,,-2,,,,,
,-1576,-9,-8,-56,-226,2829,,,,,,,,,,,,-8,,,,,
,1250,-21,483,1114,1528,5776,,,,,,,,,,,,15,,,,,
,-1688,23,1814,5990,9599,19001,,,,,,,,,,,,1,,,,,
,-36,-17,440,680,1153,-1950,,,,,,,,,,,,,,,,,
,207,-10,-36,134,673,-2265,,,,,,,,,,,,-8,,,,,
,333,27,-481,-1247,-2160,-385,,,,,,,,,,,,-1,,,,,
,71,-28,-1767,-5190,-8729,-12311,,,,,,,,,,,,-1,,,,,
,-468,13,-410,-1313,-2401,-3795,,,,,,,,,,,,-1,,,,,
,35,-1,,-21,340,-3824,,,,,,,,,,,,-5,,,,,
,785,-1,418,1134,2334,460,,,,,,,,,,,,15,,,,,
,-342,-18,1767,5206,8231,18477,,,,,,,,,,,,5,,,,,
,-562,11,475,1463,1939,7523,,,,,,,,,,,,-10,,,,,
,102,13,38,83,-97,793,,,,,,,,,,,,-1,,,,,
,-111,-22,-457,-1270,-1698,-7386,,,,,,,,,,,,5,,,,,
,144,-10,-1838,-5318,-8197,-18387,,,,,,,,,,,,-4,,,,,
,128,24,-459,-1401,-2453,-1393,,,,,,,,,,,,-4,,,,,
,-212,-22,33,48,-274,3063,,,,,,,,,,,,9,,,,,
,-111,1,483,1310,1959,4116,,,,,,,,,,,,-10,,,,,
,3,1,1784,5203,8801,11481,,,,,,,,,,,,7,,,,,
,462,-1,414,1334,2445,1679,,,,,,,,,,,,-1,,,,,
,-53,-2,-12,-33,-216,3144,,,,,,,,,,,,-3,,,,,
,-170,2,-430,-1205,-2317,-493,,,,,,,,,,,,-6,,,,,
,540,-2,-1744,-5109,-8502,-14741,,,,,,,,,,,,-2,,,,,
,-603,,-464,-1428,-1933,-8596,,,,,,,,,,,,1,,,,,
,32,,-56,-113,232,-2788,,,,,,,,,,,,1,,,,,
,288,-25,439,1193,1863,6694,,,,,,,,,,,,1,,,,,
,-426,-1,1827,5035,7679,17403,,,,,,,,,,,,7,,,,,
,1545,2,486,2275,3543,7777,,,,,,,,,,,,4,,,,,
,-1624,-19,-29,-763,-1015,-6541,,,,,,,,,,,,,,,,,
,-15,5,-497,-1096,-1370,-5352,,,,,,,,,,,,-19,,,,,
,85,12,-1790,-5254,-8631,-12043,,,,,,,,,,,,,,,,,
,86,-17,-394,-1369,-2623,-1806,,,,,,,,,,,,19,,,,,
,-131,2,20,115,-4,655,,,,,,,,,,,,3,,,,,
,129,-20,430,1179,2396,-703,,,,,,,,,,,,-16,,,,,
,15,2,1743,5144,8662,12934,,,,,,,,,,,,4,,,,,
,-91,-18,444,1393,2006,7805,,,,,,,,,,,,5,,,,,
,145,16,46,53,-281,2891,,,,,,,,,,,,-7,,,,,
,-345,-11,-431,-1159,-2108,-2976,,,,,,,,,,,,1,,,,,
,291,-9,-1811,-5268,-8054,-19608,,,,,,,,,,,,-2,,,,,
,147,21,-486,-1493,-2093,-7078,,,,,,,,,,,,2,,,,,
,-453,-13,-16,-2,-198,3362,,,,,,,,,,,,16,,,,,
,773,1,507,1272,1812,6428,,,,,,,,,,,,-13,,,,,
,-405,-19,1824,5322,8380,15871,,,,,,,,,,,,8,,,,,
,1065,14,418,1366,2534,219,,,,,,,,,,,,,,,,,
,-1321,-21,-38,-76,220,-2415,,,,,,,,,,,,15,,,,,
,-75,-5,-462,-1256,-2257,-95,,,,,,,,,,,,-14,,,,,
,148,9,-1740,-5173,-8680,-12490,,,,,,,,,,,,-6,,,,,
,16,-9,-423,-1307,-2336,-4222,,,,,,,,,,,,-5,,,,,
,26,-4,-28,-36,355,-4241,,,,,,,,,,,,3,,,,,
,-44,-18,429,1121,2253,1088,,,,,,,,,,,,-3,,,,,
,2,22,1776,5228,8250,18875,,,,,,,,,,,,11,,,,,
,519,-21,474,1427,1845,7252,,,,,,,,,,,,-9,,,,,
,-578,3,33,-123,-460,-717,,,,,,,,,,,,,,,,,
,104,-4,-470,-504,-160,-4664,,,,,,,,,,,,,,,,,
,-105,3,-1833,-6118,-9758,-20580,,,,,,,,,,,,9,,,,,
,349,-11,-451,-1176,-2022,-246,,,,,,,,,,,,6,,,,,
,4315,17,29,83,-259,2871,,,,,,,,,,,,-2,,,,,
,1481,14,479,931,1299,2298,,,,,,,,,,,,-15,,,,,
,-1380,-15,1768,6209,10738,14617,,,,,,,,,,,,9,,,,,
,3676,14,418,57,-1,-2198,,,,,,,,,,,,,,,,,
,-3553,-26,-4,1000,1667,6808,,,,,,,,,,,,1,,,,,
,-3909,-33,-423,-1383,-2663,-1120,,,,,,,,,,,,-11,,,,,
,-895,9,-1764,-5439,-8992,-16170,,,,,,,,,,,,-1,,,,,
,12280,-11,-467,-1030,-1158,-7433,,,,,,,,,,,,3,,,,,
,-3903,1,-46,-708,-984,-4108,,,,,,,,,,,,3,,,,,
,-3844,9,454,1406,2203,7458,,,,,,,,,,,,11,,,,,
,-3930,-30,1843,5511,8581,19058,,,,,,,,,,,,1,,,,,
,-482,,467,1455,2075,4418,,,,,,,,,,,,-8,,,,,
,-291,-3,-8,54,564,-3972,,,,,,,,,,,,3,,,,,
,48,25,-501,-1623,-2406,-6293,,,,,,,,,,,,-2,,,,,
,-25,-21,-1800,-5105,-8403,-11400,,,,,,,,,,,,-9,,,,,
,-79,,-412,-1315,-2544,-1852,,,,,,,,,,,,-2,,,,,
,306,,22,58,-36,-54,,,,,,,,,,,,17,,,,,
,-103,-1,429,1202,2475,-890,,,,,,,,,,,,-7,,,,,
,-62,2,1768,5157,8607,13749,,,,,,,,,,,,6,,,,,
,-74,-2,445,1385,1947,8002,,,,,,,,,,,,-1,,,,,
,804,-29,27,72,-292,2613,,,,,,,,,,,,-4,,,,,
,-913,16,-425,-1415,-2478,-4428,,,,,,,,,,,,-2,,,,,
,1633,2,-1818,-4599,-6749,-17513,,,,,,,,,,,,-13,,,,,
,-1531,,-483,-2081,-3278,-8155,,,,,,,,,,,,4,,,,,
,255,-20,7,153,44,3998,,,,,,,,,,,,2,,,,,
,-101,-11,487,1325,1885,6358,,,,,,,,,,,,4,,,,,
,-256,,1820,5235,8326,15030,,,,,,,,,,,,3,,,,,
,111,-14,427,1394,2627,69,,,,,,,,,,,,2,,,,,
,-65,17,-32,-55,180,-1464,,,,,,,,,,,,1,,,,,
,-52,-4,-457,-1259,-2263,232,,,,,,,,,,,,-5,,,,,
,433,1,-1770,-5174,-8715,-12901,,,,,,,,,,,,-2,,,,,
,-219,,-420,-1325,-2260,-4791,,,,,,,,,,,,2,,,,,
,68,-22,-16,-34,386,-4506,,,,,,,,,,,,5,,,,,
,-286,-8,412,1132,2182,2075,,,,,,,,,,,,-6,,,,,
,25,,1788,5199,8183,19019,,,,,,,,,,,,-2,,,,,
,-18,-2,481,1505,1955,7082,,,,,,,,,,,,13,,,,,
,93,10,30,64,-13,-283,,,,,,,,,,,,-6,,,,,
,443,-8,-478,-1296,-1625,-7995,,,,,,,,,,,,,,,,,
,-362,-22,-1834,-5303,-8323,-16724,,,,,,,,,,,,10,,,,,
,-147,22,-430,-1425,-2515,-911,,,,,,,,,,,,-5,,,,,
,150,,37,90,-226,2539,,,,,,,,,,,,-3,,,,,
,-249,-31,461,1287,2089,3123,,,,,,,,,,,,-11,,,,,
,3480,9,1774,5166,8791,10821,,,,,,,,,,,,-4,,,,,
,-3506,,410,1350,2344,3289,,,,,,,,,,,,7,,,,,
,347,7,-13,-18,-254,3648,,,,,,,,,,,,7,,,,,
,-298,-4,-423,-1159,-2305,-899,,,,,,,,,,,,-6,,,,,
,260,-14,-1758,-5163,-8413,-15813,,,,,,,,,,,,1,,,,,
,-289,-17,-451,-1726,-2386,-10367,,,,,,,,,,,,-3,,,,,
,162,7,-48,757,1686,2057,,,,,,,,,,,,,,,,,
,1622,12,454,413,305,4316,,,,,,,,,,,,-3,,,,,
,-1715,7,1828,5399,8315,18197,,,,,,,,,,,,,,,,,
,10025,-63,473,1903,3024,5455,,,,,,,,,,,,2,,,,,
,-3583,12,-25,-423,-282,-5895,,,,,,,,,,,,3,,,,,
,-3906,-9,-497,-1231,-1765,-4057,,,,,,,,,,,,-4,,,,,
,-1844,41,-1783,-5234,-8668,-11660,,,,,,,,,,,,-2,,,,,
,-340,2,-406,-1349,-2562,-2238,,,,,,,,,,,,14,,,,,
,2481,-63,9,130,139,-463,,,,,,,,,,,,4,,,,,
,-1790,12,429,1191,2499,-1013,,,,,,,,,,,,-15,,,,,
,-677,9,1775,5003,8259,13958,,,,,,,,,,,,-4,,,,,
,-358,6,435,1625,2390,9100,,,,,,,,,,,,17,,,,,
,2017,-19,33,-112,-635,1735,,,,,,,,,,,,12,,,,,
,-2000,64,-427,-1157,-1922,-3985,,,,,,,,,,,,-17,,,,,
,-88,-83,-1815,-5231,-7966,-20053,,,,,,,,,,,,-7,,,,,
,565,11,-494,-1439,-2128,-5026,,,,,,,,,,,,5,,,,,
,350,3,18,-116,-431,3338,,,,,,,,,,,,6,,,,,
,-814,-5,482,1351,1918,6051,,,,,,,,,,,,-4,,,,,
,-99,-31,1813,5305,8497,14717,,,,,,,,,,,,-5,,,,,
,-36,2,428,1361,2599,-241,,,,,,,,,,,,6,,,,,
,126,2,-42,-64,61,-595,,,,,,,,,,,,-10,,,,,
,-132,-3,-456,-1272,-2333,245,,,,,,,,,,,,1,,,,,
,140,-12,-1749,-5156,-8672,-13087,,,,,,,,,,,,9,,,,,
