Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,971,2,-3,6,-2,,1,3,5,11,13,3,,-6,11,5,1,11,,,,,
,-270,-2,19,11,13,10,12,24,12,17,17,7,9,16,-1,-2,20,-4,,,,,
,173,-1,-11,-19,-19,-5,-3,-8,-13,-16,-15,-18,-6,-16,-9,-16,-16,-2,,,,,
,-331,-26,-20,5,3,2,-4,-17,-15,2,5,-2,16,9,1,11,-9,-6,,,,,
,428,-4,10,-15,9,8,2,-9,3,1,2,14,-9,4,-6,4,4,-2,,,,,
,-709,21,3,19,-7,-21,-2,3,13,11,-17,-8,-6,-3,5,10,14,5,,,,,
,1178,-12,9,18,2,-4,-9,5,-4,-5,-3,-5,-1,-8,6,-15,-5,-5,,,,,
,846,8,1,-10,10,10,12,6,9,14,15,24,6,1,3,5,11,5,,,,,
,-1238,,-3,-7,13,11,-5,-5,,-10,1,-15,6,6,3,-7,-2,3,,,,,
,-714,-19,15,2,-13,9,5,6,-7,-6,-7,7,8,2,12,11,2,-1,,,,,
,-166,-10,5,2,-8,-8,-3,3,4,8,4,2,-3,10,-3,-3,-8,-9,,,,,
,1196,27,-22,-3,8,-6,-13,-11,10,-3,1,-10,-12,-7,-10,-4,-5,12,,,,,
,815,-16,-18,-12,-18,-16,-6,-4,-33,-32,-11,3,-22,-20,-23,-12,-14,-2,,,,,
,-879,,5,-1,-9,-12,-3,-6,11,3,,-12,9,7,4,1,1,,,,,,
,-105,-12,,-1,2,7,2,-3,-13,5,-3,-25,1,7,,-3,-6,-5,,,,,
,-435,1,15,,10,-2,15,3,-3,2,1,10,9,-11,1,6,12,1,,,,,
,2298,5,2,29,,19,6,20,16,10,10,20,17,2,10,12,13,8,,,,,
,-1841,-11,-15,-12,-12,-14,-24,-22,-5,-6,-12,-16,-25,-10,-8,-12,-16,8,,,,,
,132,1,8,-11,7,14,7,8,-1,1,9,23,-7,3,-7,5,2,-15,,,,,
,634,28,-11,-9,-16,-24,-4,-11,,-3,-5,-11,3,4,1,5,-4,1,,,,,
,-1166,-17,8,3,18,10,,4,10,,1,1,13,8,10,5,3,-7,,,,,
,-154,-2,-5,10,-11,14,7,13,-14,-1,-2,3,-1,-2,-6,2,4,3,,,,,
,-250,-12,-5,,-4,-9,8,-13,7,4,-8,-10,-9,-4,-4,-17,-1,8,,,,,
,1102,14,17,25,30,20,20,34,27,24,19,21,22,31,27,15,18,1,,,,,
,1848,-11,-3,-13,-18,-20,-20,-13,-5,-10,-20,-23,-8,-23,-19,-6,-12,-16,,,,,
,-1915,-1,-11,-11,14,2,-2,-7,-15,2,3,-3,-6,-18,-5,-6,-7,3,,,,,
,-584,7,17,6,14,2,-11,7,3,8,21,3,-1,6,11,-10,23,5,,,,,
,788,-3,10,3,-10,10,3,5,-4,5,6,21,12,25,12,10,-6,3,,,,,
,690,15,-10,11,-9,-6,12,-22,-11,-13,-10,-7,4,,-2,3,-7,-1,,,,,
,285,-30,6,-4,-3,6,11,15,17,4,8,9,-10,2,-1,8,5,3,,,,,
,-2248,10,-18,-27,-4,-4,-17,-2,-10,-14,-8,-28,-13,-27,-7,-14,-19,-20,,,,,
,307,-12,2,3,2,7,8,-8,-3,-6,-9,-3,19,-1,,3,3,-1,,,,,
,685,,-2,,,-14,-10,-7,1,-1,5,10,-5,15,-5,-12,3,20,,,,,
,-142,22,-6,5,-6,-8,,6,-3,-4,-10,3,-3,-1,,-3,-11,-1,,,,,
,-86,-2,41,18,22,9,22,17,15,17,19,24,23,14,12,17,27,-10,,,,,
,29,-14,-12,-9,-4,17,-6,-6,,6,-6,-3,-9,-13,8,1,3,7,,,,,
,-173,-5,-13,-6,5,4,9,8,,5,7,-2,4,-4,-7,5,-3,8,,,,,
,1044,3,4,12,-7,-5,-12,2,3,-10,7,-2,-10,19,1,-2,2,,,,,,
,-1075,1,-10,-8,-13,-13,-12,-17,-3,-5,-3,-2,-6,-10,-8,-5,-15,-18,,,,,
,235,1,9,-3,8,-7,-1,5,,12,-5,-7,8,-15,3,-12,12,-5,,,,,
,647,-1,13,4,14,-1,4,-3,3,,-3,-2,-2,-2,9,12,-4,13,,,,,
,-909,-3,-8,4,-17,15,6,7,-7,-7,-9,-8,-10,3,-9,-5,-5,9,,,,,
,1372,,-12,2,-17,-8,-9,-27,-2,-6,-11,6,-10,-1,-24,1,-6,-7,,,,,
,1656,,-4,-9,16,-2,-2,4,,,29,3,7,-3,1,5,6,1,,,,,
,-824,,-5,-11,5,-2,-2,3,-8,-5,-5,7,-13,3,7,-2,-13,-2,,,,,
,-433,-31,1,-2,-7,4,-2,6,10,,-11,-2,4,1,7,-6,13,6,,,,,
,-1964,31,17,17,9,21,11,25,9,9,11,10,12,19,9,20,12,-2,,,,,
,-345,-33,,4,6,-5,7,-8,6,3,-3,,16,3,5,-8,-7,-6,,,,,
,1445,10,-20,-6,-12,-14,-5,-21,-6,-1,-5,-16,-11,-17,-7,-6,-11,-4,,,,,
,-1739,-10,-1,-4,2,4,-3,-2,-23,4,6,7,-8,4,-6,3,14,-8,,,,,
,824,,-2,-4,-14,-3,-5,,13,-16,-24,-6,-9,-5,-9,-3,-13,12,,,,,
,1317,-14,13,11,17,5,14,14,16,8,1,-1,8,8,25,-1,-7,3,,,,,
,-583,3,-3,-4,-18,-2,-23,1,-9,-6,-13,-4,-18,-15,-16,-14,4,10,,,,,
,-868,,16,3,5,-3,16,3,-1,5,23,,12,7,7,9,7,-8,,,,,
,652,-3,-15,-5,1,-13,-4,1,-6,-10,7,1,3,-5,-4,-6,-2,-5,,,,,
,-1259,,7,8,8,14,5,2,12,29,7,3,15,10,6,26,3,3,,,,,
,126,10,8,13,6,10,3,-8,-5,1,2,11,4,15,,-1,9,-1,,,,,
,384,19,-20,-11,8,-13,2,-2,5,-8,-9,10,-9,-7,-12,-9,-10,-2,,,,,
,-255,-16,-4,-15,,,8,,-7,-11,4,-8,1,4,4,-5,-4,-5,,,,,
,423,-30,15,-3,-19,5,-1,-8,-7,-6,-5,-5,-4,-20,5,6,-5,9,,,,,
,-286,-1,8,19,12,9,15,23,18,25,3,-1,16,13,4,12,21,-5,,,,,
,342,18,-7,,-1,8,-9,,-1,-2,7,-9,-5,-9,1,-7,-7,-4,,,,,
,-199,-17,-3,-6,-7,-18,-18,-9,-8,-27,-3,2,-8,4,-7,,-11,12,,,,,
,503,,-15,-2,-3,-2,-10,-13,-24,4,-21,-3,-4,-9,-3,-11,-1,-3,,,,,
,-32,,32,10,13,5,8,20,27,29,24,13,16,24,22,26,18,-1,,,,,
,-330,,-12,-3,-8,-2,-7,-10,8,-18,-10,-10,-16,-9,-13,-12,-4,,,,,,
,-452,-13,-25,-8,1,2,-7,-26,-20,-4,-17,2,-16,-26,-12,-24,-18,-4,,,,,
,252,15,19,7,-10,1,19,19,-5,10,13,11,27,5,7,16,13,2,,,,,
,301,-12,,1,-4,-6,-5,16,13,14,-1,-14,3,26,9,,15,2,,,,,
,97,10,2,1,11,4,11,5,2,-15,5,4,-9,-14,-1,12,-13,4,,,,,
,-933,-13,-13,-10,-10,-6,-3,-14,-15,-12,-3,-17,-16,-13,-17,-22,-19,-9,,,,,
,47,12,-5,-8,11,5,-16,-6,-3,-4,-12,8,-4,14,-5,-3,14,3,,,,,
,49,1,2,-3,6,-2,-5,9,20,18,15,10,14,-2,13,8,6,10,,,,,
,-21,-22,11,10,6,,12,-2,-2,-6,7,17,9,-10,-1,15,10,,,,,,
,1335,21,-3,2,-5,-8,4,-2,-4,5,2,-14,5,10,-9,,-15,-6,,,,,
,-1255,-30,5,-1,-2,-7,-10,-5,1,-2,2,-1,-12,,6,-11,-2,6,,,,,
,2873,5,-3,-1,-8,-12,,-14,-5,-16,-12,-16,-21,-4,-7,-20,-10,-2,,,,,
,-2305,9,16,5,8,16,23,10,5,-1,17,,17,8,5,9,12,2,,,,,
,-293,-14,14,6,12,16,-8,15,17,4,-2,19,14,,13,21,17,-8,,,,,
,-309,18,-12,2,,-5,-4,9,4,13,-3,17,1,-1,3,-8,9,-5,,,,,
,199,-13,-6,,5,5,11,-10,-11,10,2,-11,-4,6,-4,5,-13,-3,,,,,
,228,-18,1,1,-26,12,-18,3,-5,-2,-7,-17,-15,1,5,-2,-8,3,,,,,
,558,17,-6,-15,-4,-7,-5,-3,,-20,-10,2,2,-1,-7,-4,-2,6,,,,,
,-595,-4,8,11,8,6,2,-1,3,-1,10,6,6,-1,-1,3,-14,-3,,,,,
,-750,-9,-18,-9,-16,-14,-3,-18,-27,-5,-9,-25,-16,-13,-10,-13,-13,-8,,,,,
,404,9,-4,-5,10,-5,,9,-6,,-7,9,6,-10,5,7,10,5,,,,,
,600,-13,8,-5,12,-1,-4,10,15,11,4,8,11,9,-1,-3,12,-2,,,,,
,-525,13,4,15,8,4,7,-2,23,14,10,10,7,8,22,16,8,4,,,,,
,1071,-13,-9,,-21,-7,-11,-19,-25,-13,-2,-16,-7,-8,-22,-19,-13,3,,,,,
,-805,-17,-2,-8,-6,1,9,3,-2,-7,-8,-1,-10,8,-5,-9,-1,5,,,,,
,-388,4,7,-2,13,2,10,15,10,6,,4,16,9,,24,-1,2,,,,,
,500,,14,20,13,9,15,-3,10,1,18,10,13,-2,8,-2,17,3,,,,,
,-135,12,-10,-12,-12,-18,-22,-8,-6,-6,-18,1,-8,-5,-3,-17,-2,-12,,,,,
,1747,1,-16,3,12,8,3,-3,1,2,10,-8,-7,4,4,7,-10,-1,,,,,
,-1341,-18,-8,-10,-24,-15,-12,-6,-17,-10,-25,-5,-24,-16,-19,-4,-8,,,,,,
,-928,-1,-1,-16,,-11,2,-2,-10,-18,-9,-14,-5,1,-1,-18,-12,-4,,,,,
,896,-9,15,7,17,28,-7,17,29,13,18,27,29,12,6,24,10,-9,,,,,
,-114,-2,-2,10,3,13,11,4,,8,15,2,3,3,11,6,12,9,,,,,
,105,22,2,2,,-5,16,1,-3,14,3,-10,2,-4,12,-10,14,-2,,,,,
,294,-9,6,-2,,-4,-2,10,-5,13,,10,-2,,-1,12,,10,,,,,
,-534,-11,3,4,4,-2,-4,-5,-12,-17,2,-6,-10,-13,-7,-16,-7,-9,,,,,
,-242,11,8,-1,4,7,3,11,23,,-4,10,-2,9,-1,5,3,1,,,,,
,427,-9,-9,-1,-10,2,-4,-18,-3,-4,-12,-6,5,-5,-13,-8,-20,,,,,,
,-230,-20,-2,-4,-1,-3,1,-6,-4,,17,5,,7,8,16,12,5,,,,,
,-312,-1,4,-11,-10,-6,-22,3,-3,,-3,4,-4,2,11,-1,7,-6,,,,,
,753,1,3,7,11,3,20,9,4,-2,-6,,3,9,3,5,4,6,,,,,
,-185,-3,12,24,4,12,15,7,9,16,8,-6,3,5,-13,1,13,11,,,,,
,-501,2,-5,-5,-25,-11,-14,-21,-7,-11,-7,-9,2,-4,10,-6,-11,-3,,,,,
,106,4,-14,-13,1,-1,1,,-6,-13,-11,-8,-12,-29,-4,-11,-15,-12,,,,,
,1002,-3,-9,-2,2,-20,-18,-6,,-12,-21,1,,3,-12,-10,-11,-4,,,,,
,-1163,-2,-2,-5,,4,1,-4,2,17,22,3,3,7,-6,1,3,15,,,,,
,1303,16,14,16,23,28,12,16,14,13,21,8,12,12,13,19,21,-5,,,,,
,-656,-12,-4,,-6,-17,,,-1,-12,-13,-13,-8,3,-6,8,6,-5,,,,,
,1848,-3,6,5,-7,5,5,-1,-8,6,-3,9,8,-6,-2,-9,4,2,,,,,
,-2091,-8,3,6,17,8,7,-1,2,-6,10,-2,4,12,24,-3,5,-4,,,,,
,-226,-3,1,-11,-10,-10,-1,4,-10,-2,-5,-2,-9,-17,-2,5,-23,3,,,,,
,-474,12,13,-6,-6,,-20,7,9,16,-5,2,-1,1,-2,4,-8,14,,,,,
,2209,-1,-13,-13,-6,-1,1,2,-9,-8,,,6,2,-13,-17,,-7,,,,,
,-2099,-11,-11,5,4,7,12,-21,5,15,5,12,,5,5,11,3,-3,,,,,
,1156,9,2,5,-6,-1,1,5,5,-22,2,6,-3,-7,-3,6,2,7,,,,,
,993,-9,18,10,5,,2,-3,3,8,8,-2,13,4,14,-9,13,-5,,,,,
,-913,-26,3,-2,16,-2,6,2,-5,1,-7,-13,-14,-4,-15,-2,-7,2,,,,,
,-162,26,-34,-25,-16,-18,-10,-12,-20,-15,-23,-11,-29,-19,-22,-18,-22,-7,,,,,
,-1003,-17,9,15,-1,7,,14,,11,16,6,23,3,14,15,16,8,,,,,
,78,-4,-4,16,7,8,-10,7,9,3,6,1,13,10,11,16,5,,,,,,
,1017,,17,-11,-3,7,,3,11,7,-1,-14,3,15,1,-6,-14,-10,,,,,
,-303,-14,2,5,7,1,7,14,,,-1,22,-11,5,-2,1,12,1,,,,,
,4457,14,-4,-5,-6,-13,9,-8,-4,-10,10,18,-6,,16,6,-2,11,,,,,
,-3492,40,22,19,22,25,1,8,15,20,18,14,26,16,8,12,11,-4,,,,,
,-1819,-40,-27,-19,-11,-22,-13,-30,-26,-22,-22,-49,-12,-38,-33,-32,-21,-8,,,,,
,1684,,-17,-24,-21,-19,-11,-16,-2,-24,-33,-22,-15,-22,-15,-16,-6,,,,,,
,-645,4,21,31,20,34,16,31,20,35,22,28,17,29,35,22,15,-2,,,,,
,-687,-4,11,-3,1,-8,,9,-14,6,10,15,3,16,7,8,22,5,,,,,
,-671,-11,-10,5,2,4,20,1,-3,5,3,7,2,-3,10,6,-9,13,,,,,
,944,2,-10,-18,-13,-12,-15,-6,2,-24,-5,-21,-12,-20,-27,-15,-25,-4,,,,,
,276,-24,7,8,1,2,1,1,14,4,-4,4,-2,10,-2,3,5,-7,,,,,
,311,-2,15,12,22,21,7,5,6,12,9,11,6,15,16,9,17,10,,,,,
,-1028,26,-18,-19,-20,-10,-26,-9,-14,-14,-1,-12,-7,-13,-14,-19,-7,-2,,,,,
,-172,-22,-7,4,-12,-10,-3,-18,-17,-14,-15,6,4,-9,-9,2,-7,-10,,,,,
,-19,18,3,8,-1,7,5,5,6,7,6,3,-17,-1,2,6,8,4,,,,,
,-42,-19,13,-3,15,3,4,3,7,17,12,-3,-5,11,1,-2,1,-1,,,,,
,51,-12,-8,7,-2,-3,-8,2,-12,-10,-21,-4,1,-16,5,1,-15,-13,,,,,
,3906,13,5,-9,-1,3,11,10,22,-7,6,13,30,14,14,6,21,-1,,,,,
,-3813,-13,10,23,11,11,19,9,10,25,18,17,9,23,13,22,10,14,,,,,
,3903,13,-17,-16,-24,-26,-14,-21,-27,-21,-12,-30,-23,-34,-27,-27,-25,6,,,,,
,-3852,15,-9,-1,,-11,4,-1,5,8,-9,-12,-11,-14,-8,-15,-8,-11,,,,,
,-451,-24,1,-5,2,1,-13,6,12,7,9,-3,11,2,12,12,5,-4,,,,,
,39,9,,2,16,7,5,1,4,-4,1,10,3,25,5,10,19,1,,,,,
,1004,-4,6,3,-10,2,-10,7,-6,-8,-4,8,5,2,-4,7,2,7,,,,,
,-1017,-26,-3,8,-1,10,11,8,,-3,9,2,6,9,10,7,-6,-1,,,,,
,748,17,2,-14,5,-4,8,-13,-5,-3,-19,-2,-18,-22,-9,-20,-9,-3,,,,,
,77,-17,7,-4,,-13,-20,-10,-4,6,-11,-10,-4,3,-21,-9,-3,1,,,,,
,-344,,13,1,1,10,9,6,4,12,8,17,-4,9,12,5,9,-3,,,,,
,2130,20,,15,1,5,14,6,-3,-4,15,-1,8,-3,8,12,4,-1,,,,,
,-3010,1,1,9,11,7,6,-1,7,4,11,7,12,14,12,-2,2,14,,,,,
,38,-18,-3,-14,-4,-11,-19,-8,5,-12,-9,-12,-10,-2,-18,-13,-21,,,,,,
,535,-3,7,-4,-3,8,9,-1,-7,4,1,-2,13,-12,-2,14,11,-9,,,,,
,-203,-11,-23,-10,-19,-12,2,-14,-4,-16,-3,-4,-10,-23,-9,-4,-3,5,,,,,
,593,1,-7,-12,3,-15,-17,8,-4,12,-8,-15,-8,4,-4,-4,-10,7,,,,,
,-57,10,13,12,-5,5,4,9,-7,22,10,10,11,26,17,-1,5,-7,,,,,
,1048,,-3,5,13,13,4,-2,2,-18,-8,-1,-9,-20,-9,7,3,3,,,,,
,-610,4,7,8,9,18,14,15,12,10,4,2,8,7,-9,7,12,-6,,,,,
,-805,-30,-22,-8,-13,-20,-18,-17,-11,-15,-10,-11,-4,5,11,-4,-18,-3,,,,,
,196,-2,7,3,-4,,11,10,,-6,11,12,10,9,8,12,20,12,,,,,
,619,18,-6,-15,-8,-3,-17,-4,-2,-6,-26,-12,-27,-24,-9,-17,-24,-14,,,,,
,-329,-16,12,17,12,11,12,1,16,16,20,10,-3,10,3,1,9,8,,,,,
,-231,-5,5,-5,-2,-7,-13,-13,-14,-2,7,-11,15,2,-2,,-2,8,,,,,
,786,,,3,11,-6,7,6,11,-8,14,15,7,7,6,-1,10,1,,,,,
,-115,18,-7,-4,,-7,-7,2,-4,-3,-22,-6,-4,-14,,-13,-14,-10,,,,,
,1013,,-2,-4,2,10,3,3,-7,-2,-4,-4,-4,3,3,11,-7,-10,,,,,
,-642,-26,6,-8,-8,11,3,-2,12,13,4,8,-8,-1,-3,-2,6,13,,,,,
,-438,8,6,14,5,5,16,12,-6,17,9,12,26,12,-8,4,13,-2,,,,,
,556,-10,-8,-4,-5,-15,-10,-17,-14,-16,-9,-7,-10,-7,-15,-11,-13,-3,,,,,
,-924,19,-10,-4,-13,-2,-12,-1,-3,-20,-14,-14,-27,-14,3,-4,7,-6,,,,,
,11,-17,8,7,9,15,11,10,21,6,15,9,30,19,19,8,4,5,,,,,
,669,-2,17,6,10,-6,1,-5,-16,22,14,-7,-2,1,-4,5,9,15,,,,,
,-396,15,,2,-4,3,8,10,11,8,5,12,7,6,,7,8,-8,,,,,
,-68,-5,-21,-13,,-15,-16,-5,-1,-26,-9,-1,-3,-13,-10,5,-13,-5,,,,,
,3132,,-10,-8,-10,-6,,-4,2,1,-11,-9,-15,-11,-2,-10,-7,3,,,,,
,-2445,-4,6,20,11,14,12,4,5,9,18,5,7,3,21,2,30,7,,,,,
,453,-6,22,4,-5,9,3,8,4,-9,-3,7,5,11,1,8,-10,-13,,,,,
,387,,-8,3,12,-6,4,-5,4,20,-7,-1,5,13,-12,7,-7,-11,,,,,
,-2186,-44,-5,-7,-12,-4,-12,-6,-11,-10,,-8,-8,-2,-5,-10,-4,8,,,,,
,1971,44,7,-1,2,5,3,3,1,,2,20,13,-10,17,2,5,2,,,,,
,-1350,-52,11,16,12,13,23,17,13,16,21,7,5,,13,20,6,13,,,,,
,1992,50,-12,-19,-20,-21,-33,-15,-23,-21,-23,-15,-21,,-21,-17,-6,-12,,,,,
,-2083,-43,2,-6,7,2,-1,-9,5,-4,-4,-9,5,-7,-5,-5,-9,-9,,,,,
,7213,2,-10,-8,-13,-15,-10,-5,6,2,-6,-21,-14,-6,4,-8,-11,6,,,,,
,-2761,1,-3,15,14,20,18,14,5,10,18,13,7,8,13,-6,15,11,,,,,
,-3753,,13,18,7,16,8,10,4,17,8,27,6,10,5,20,5,-5,,,,,
,-1266,-12,,-10,-7,-16,,-10,5,-15,1,-21,-2,-10,-7,-5,-5,-2,,,,,
,534,-2,-8,-10,-10,-18,-5,-19,-17,-15,-25,-5,1,8,6,-11,-9,11,,,,,
,301,2,9,,15,21,-3,15,1,20,10,4,1,-1,-8,,23,-12,,,,,
,-194,35,-1,3,-5,1,4,6,21,-3,6,16,15,1,2,-7,-9,-5,,,,,
,-606,-25,8,7,10,7,-1,5,6,3,15,1,-15,-3,-2,18,2,5,,,,,
,1118,-30,-5,-3,2,-1,2,-6,-1,1,-2,,9,10,-2,-10,3,4,,,,,
,-829,-1,16,9,5,5,10,16,10,21,1,22,13,12,23,5,11,-8,,,,,
,663,1,-15,-21,-15,-28,-17,-20,-26,-10,-12,-27,-14,-8,-6,3,-16,-15,,,,,
,-1077,-5,-14,-18,6,3,2,3,1,-3,-10,-7,-6,-20,-21,2,-5,18,,,,,
,-66,22,2,3,-1,19,1,-14,-5,-17,-3,2,-5,3,10,-5,1,7,,,,,
,1052,1,-2,13,-7,-2,-11,2,3,-1,-7,-10,-5,-12,2,-11,-5,-1,,,,,
,-367,-29,7,15,7,-9,18,22,2,1,6,16,3,12,5,5,-3,-6,,,,,
,-760,11,18,8,2,13,10,-1,4,5,14,4,13,8,-10,24,10,7,,,,,
,692,-15,-15,7,-7,-5,-9,-1,-3,2,1,3,5,3,13,7,-2,-3,,,,,
,-511,5,-16,-18,9,-14,-15,-11,-12,-2,-16,-14,-18,-1,-12,-17,-1,-3,,,,,
,179,-2,13,-9,-11,-7,6,-9,1,-14,-3,-4,-5,-12,-17,-13,8,,,,,,
,228,1,10,15,10,10,25,22,7,7,13,8,10,7,11,-3,,13,,,,,
,1374,8,-5,2,5,5,-18,1,-1,22,15,3,-5,5,4,2,,-3,,,,,
,-1799,-7,3,-2,-24,-9,-15,-13,-6,-5,-2,-3,8,-5,8,,-7,-11,,,,,
,837,-1,-8,-16,9,-3,7,-3,8,-5,-7,2,-6,-4,-4,11,-7,7,,,,,
,-673,-22,-4,-2,-4,-3,-7,-1,-11,-5,-33,-2,-12,-3,-11,-15,-9,3,,,,,
,931,2,6,,-14,7,,2,-7,-12,3,-15,2,-1,-9,-5,5,4,,,,,
,-696,,-17,-10,5,-9,-2,-3,-9,-6,11,-3,1,-7,-5,-7,-8,1,,,,,
,23,2,6,11,10,10,10,1,8,-2,1,10,12,13,10,22,15,-9,,,,,
,-386,-2,,12,5,-6,-3,-2,4,7,11,3,2,5,10,-6,1,-1,,,,,
,452,,6,-8,-7,2,-5,6,-10,6,-9,-18,-14,-20,-2,7,-4,-6,,,,,
,-230,2,21,8,9,18,8,4,26,10,-5,21,23,22,-4,6,7,8,,,,,
,3293,-14,-10,5,-2,2,14,-12,7,2,16,7,-7,2,6,-7,3,5,,,,,
,-3218,13,-17,-4,,-18,-17,7,-14,-14,-4,-7,-13,4,-3,4,-4,-4,,,,,
,53,-12,-4,-4,6,4,5,,2,-4,-3,-3,5,-11,-4,-12,-9,-7,,,,,
,-180,1,21,12,10,7,6,9,3,17,16,15,20,6,12,,14,9,,,,,
,1913,,4,-1,4,-1,,-1,-4,-1,-13,-1,-4,3,8,4,10,-9,,,,,
,-2371,11,-14,-9,-12,6,-21,-13,-3,-15,-7,-12,-19,-13,-17,5,-20,,,,,,
,-46,-21,-10,-6,-23,-20,-6,-18,-9,-16,-4,-11,1,-14,-20,-5,-14,1,,,,,
,988,21,-11,-13,-2,-9,-1,-17,-10,11,-6,-8,-14,-2,-3,-10,-8,6,,,,,
,485,-11,29,17,17,25,24,34,24,15,20,19,17,16,22,15,15,-8,,,,,
,-467,1,12,20,16,18,11,21,6,8,10,16,18,1,5,5,12,-3,,,,,
,-506,-2,-26,-16,-13,-20,-10,-7,-10,-9,-7,-23,-7,-9,-5,-14,,9,,,,,
,65,1,14,2,-12,-1,-5,-4,5,13,2,10,8,3,10,9,,12,,,,,
,5604,,-5,-20,3,-9,-5,-14,-1,-16,-10,-3,-18,5,-17,-1,-10,-12,,,,,
,-3164,-14,15,24,22,28,21,18,8,15,10,5,15,19,8,12,25,-1,,,,,
,-3150,-17,-10,-7,-12,-14,-14,-9,-15,-7,,-9,-3,-23,-7,-8,-5,5,,,,,
,702,-1,2,-4,-5,-1,9,23,,1,-3,11,-6,5,11,5,-7,1,,,,,
,60,12,12,4,7,11,7,-4,10,-1,6,5,1,10,-4,4,-10,-10,,,,,
,23,-1,-12,-20,-8,-18,-20,-23,-9,-4,-25,-20,-11,-8,-22,-6,-1,12,,,,,
,437,-10,1,-1,8,-2,7,9,5,5,7,13,13,-1,17,-3,11,-6,,,,,
,-651,10,-23,18,-11,-4,-10,-21,-17,-9,-7,-10,-7,-8,,-9,-10,-5,,,,,
,1707,-11,-2,3,5,6,7,13,14,5,3,9,4,6,-5,8,2,9,,,,,
,-1987,1,11,-5,-12,-14,-5,7,-11,-7,5,-22,-18,-3,3,-21,-9,-10,,,,,
,1627,2,-20,-18,-7,2,-15,-23,-11,-17,-5,-9,-5,-19,-8,-8,-17,-6,,,,,
,-2069,7,13,15,-5,7,2,9,,10,2,2,-4,8,3,13,8,9,,,,,
,885,-9,17,9,13,11,16,10,27,5,12,5,6,17,11,7,23,2,,,,,
,3301,-1,-1,-7,15,-5,,-10,-6,-4,-3,16,7,-12,1,3,-8,-2,,,,,
,-3787,1,-3,1,-8,-8,-1,9,-1,-4,-4,10,12,-4,1,5,1,-6,,,,,
,2185,1,-21,-3,-6,-16,-4,-2,,,-2,-18,-15,1,-3,-17,-9,-10,,,,,
,-1789,-2,18,5,8,7,7,5,1,16,4,7,6,4,-4,9,19,3,,,,,
,-284,-19,,13,17,21,,1,16,9,-4,3,5,15,18,5,-3,-5,,,,,
,2384,,12,-6,-5,11,9,-14,-1,-3,7,3,20,-5,2,11,13,12,,,,,
,-2020,22,6,-2,-5,-1,-1,4,-24,1,-2,7,-8,-1,-11,,-7,10,,,,,
,550,-32,-20,-12,-15,-20,-17,-3,-8,-25,2,-4,-30,-4,-23,-20,-15,2,,,,,
,119,11,4,2,13,11,2,15,29,18,2,-3,15,7,15,9,13,1,,,,,
,-220,-1,25,15,18,21,12,15,11,9,10,21,15,19,30,27,11,-10,,,,,
,-173,-10,-13,-15,-17,-14,-10,-19,-13,-7,-6,-8,-10,-11,-5,-1,-18,-5,,,,,
,-68,,-14,-1,-19,-11,4,-12,-1,-5,-1,-13,13,-21,-16,-18,-8,13,,,,,
,86,-2,-4,7,9,-2,-3,5,-1,-2,-1,-2,-13,-1,-1,2,-6,-4,,,,,
,-148,11,-12,-18,-14,-24,-3,-5,-30,-10,-12,-15,-10,-6,-12,-20,-7,-1,,,,,
,-472,-10,7,11,13,19,3,9,23,4,12,10,3,5,8,6,27,-1,,,,,
,689,,20,8,19,13,16,12,12,8,9,17,10,13,19,13,23,,,,,,
,-408,,,8,9,10,-7,14,-5,13,-2,5,14,12,-1,4,-10,5,,,,,
,4344,1,-9,-12,-19,-12,-16,-16,-20,-12,7,-15,3,-2,-15,-6,-10,2,,,,,
,-3252,1,-8,-8,-16,-11,-4,-14,-5,-17,-33,-12,-36,-13,-30,-15,-21,-1,,,,,
,-1375,-27,6,11,17,18,5,1,28,14,2,9,15,,15,13,5,-3,,,,,
,1563,4,-25,-23,-27,-22,-9,-13,,-2,-1,-12,-16,-9,5,-10,-7,-5,,,,,
,-760,-12,8,25,4,-4,9,8,4,-4,-1,8,8,3,11,-3,14,-3,,,,,
,-84,2,24,12,31,26,16,15,-9,7,14,31,9,17,4,16,6,3,,,,,
,-798,11,-2,-25,-10,-10,-4,-3,4,-3,-12,-23,6,-6,-12,-13,-5,-5,,,,,
,377,,13,8,4,-9,15,8,,12,5,-2,2,5,13,-5,15,5,,,,,
,941,-11,-16,-6,-12,-4,-20,-19,,-8,-5,-10,-19,-23,-28,6,-16,14,,,,,
,-33,9,7,-2,12,7,4,15,9,2,14,11,18,14,16,22,3,-14,,,,,
,-432,3,-5,,-12,1,-8,-16,-24,,-7,,-2,-13,4,-22,-17,-8,,,,,
,-410,-12,1,18,-5,-2,2,17,7,2,5,4,2,12,5,2,6,1,,,,,
,-376,10,1,-13,8,3,-2,-4,-6,-15,-6,-9,-14,-6,-14,-3,-6,4,,,,,
,-104,-10,-4,-10,-8,4,-7,-8,4,-7,11,-3,3,-5,7,1,2,2,,,,,
,657,,-2,2,7,5,9,9,5,-7,2,8,8,7,-1,1,15,10,,,,,
